text,count,langs,bpe_unique_signatures,fxt_unique_signatures,most_common_bpe,most_common_fxt,fxt_seed_signature_count
"Otros tópicos que también se abordaron, según fuera informado, incluyen el futuro estado de Jerusalén, que ambas naciones consideran sagrado, y el problema del Valle del Jordán.",1,{'es': 1},1,1,"O|tros|Ġt|Ã³p|icos|Ġque|ĠtambiÃ©n|Ġse|Ġabord|aron|,|ĠsegÃºn|Ġfuera|Ġinformado|,|Ġincluyen|Ġel|Ġfuturo|Ġestado|Ġde|ĠJerusal|Ã©n|,|Ġque|Ġambas|Ġnaciones|Ġconsideran|Ġsag|rado|,|Ġy|Ġel|Ġproblema|Ġdel|ĠValle|Ġdel|ĠJord|Ã¡n|.",<ERROR>,1
Los luchadores compañeros de Luna también le rindieron homenaje.,1,{'es': 1},1,1,Los|Ġluch|adores|ĠcompaÃ±eros|Ġde|ĠLuna|ĠtambiÃ©n|Ġle|Ġr|ind|ieron|Ġhomenaje|.,<ERROR>,1
Xinhua informó que el miércoles los investigadores del gobierno lograron recuperar los registradores de vuelo de la caja negra.,1,{'es': 1},1,1,X|in|h|ua|ĠinformÃ³|Ġque|Ġel|ĠmiÃ©rcoles|Ġlos|Ġinvestigadores|Ġdel|Ġgobierno|Ġlogr|aron|Ġrecuperar|Ġlos|Ġregistr|adores|Ġde|Ġvuelo|Ġde|Ġla|Ġcaja|Ġnegra|.,<ERROR>,1
Su estudio demostró que la maduración pulmonar fetal del bebé podía ser agilizada a través de la administración de una hormona.,1,{'es': 1},1,1,Su|Ġestudio|Ġdemostr|Ã³|Ġque|Ġla|Ġmad|uraciÃ³n|Ġpul|mon|ar|Ġfet|al|Ġdel|ĠbebÃ©|ĠpodÃŃa|Ġser|Ġag|il|izada|Ġa|ĠtravÃ©s|Ġde|Ġla|ĠadministraciÃ³n|Ġde|Ġuna|Ġhorm|ona|.,<ERROR>,1
"Liggins comenzó sus investigaciones sobre el parto prematuro en su tiempo libre, mientras trabajaba en el hospital.",1,{'es': 1},1,1,"L|ig|gins|ĠcomenzÃ³|Ġsus|Ġinvestigaciones|Ġsobre|Ġel|Ġpar|to|Ġprem|at|uro|Ġen|Ġsu|Ġtiempo|Ġlibre|,|Ġmientras|Ġtrabaj|aba|Ġen|Ġel|Ġhospital|.",<ERROR>,1
Recibió formación en obstetricia e ingresó a trabajar para el Hospital Nacional de Mujeres de Auckland hacia 1959.,1,{'es': 1},1,1,Re|cib|iÃ³|ĠformaciÃ³n|Ġen|Ġobst|et|r|icia|Ġe|Ġingres|Ã³|Ġa|Ġtrabajar|Ġpara|Ġel|ĠHospital|ĠNacional|Ġde|ĠMujeres|Ġde|ĠA|uck|land|Ġhacia|Ġ|195|9|.,<ERROR>,1
Liggins siguió el mismo camino que su padre y comenzó a estudiar medicina.,1,{'es': 1},1,1,L|ig|gins|Ġsigu|iÃ³|Ġel|Ġmismo|Ġcamino|Ġque|Ġsu|Ġpadre|Ġy|ĠcomenzÃ³|Ġa|Ġestudiar|Ġmedicina|.,<ERROR>,1
"Más tarde, los fotógrafos ocuparon el lugar de una anciana porque necesitaba ir al baño. Mendoza fue acribillado.",1,{'es': 1},1,1,"MÃ¡s|Ġtarde|,|Ġlos|ĠfotÃ³gra|fos|Ġocup|aron|Ġel|Ġlugar|Ġde|Ġuna|Ġanci|ana|Ġporque|Ġnecesit|aba|Ġir|Ġal|ĠbaÃ±o|.|ĠMendo|za|Ġfue|Ġac|rib|ill|ado|.",<ERROR>,1
"Tanto los seis rehenes, entre los que había niños y ancianos, como los fotógrafos filipinos, fueron puestos en libertad temprano.",1,{'es': 1},1,1,"T|anto|Ġlos|Ġseis|Ġre|h|enes|,|Ġentre|Ġlos|Ġque|ĠhabÃŃa|ĠniÃ±os|Ġy|Ġanci|anos|,|Ġcomo|Ġlos|ĠfotÃ³gra|fos|Ġfil|ip|inos|,|Ġfueron|Ġpuestos|Ġen|Ġlibertad|Ġtemprano|.",<ERROR>,1
"Se han rescatado varios rehenes y, hasta ahora, se ha confirmado que al menos seis han muerto.",1,{'es': 1},1,1,"Se|Ġhan|Ġresc|atado|Ġvarios|Ġre|h|enes|Ġy|,|Ġhasta|Ġahora|,|Ġse|Ġha|Ġconfirm|ado|Ġque|Ġal|Ġmenos|Ġseis|Ġhan|Ġmuerto|.",<ERROR>,1
Rolando Mendoza abrió fuego con su M16 contra los visitantes extranjeros.,1,{'es': 1},1,1,R|ol|ando|ĠMendo|za|ĠabriÃ³|Ġfuego|Ġcon|Ġsu|ĠM|16|Ġcontra|Ġlos|Ġvisitantes|Ġextranjeros|.,<ERROR>,1
"En Manila, capital de Filipinas, un ex agente policial de ese país secuestró un autobús y mantuvo cautivos a turistas que venían de Hong Kong.",1,{'es': 1},1,1,"En|ĠMan|ila|,|Ġcapital|Ġde|ĠFil|ip|inas|,|Ġun|Ġex|Ġagente|Ġpolicial|Ġde|Ġese|ĠpaÃŃs|Ġsec|uest|rÃ³|Ġun|Ġautob|Ãºs|Ġy|Ġmant|uvo|Ġcaut|ivos|Ġa|Ġturistas|Ġque|Ġven|ÃŃan|Ġde|ĠHong|ĠKong|.",<ERROR>,1
"Asimismo, el Centro de Alerta de Tsunamis del Pacífico informó la ausencia de indicadores de tsunami.",1,{'es': 1},1,1,"Asimismo|,|Ġel|ĠCentro|Ġde|ĠAl|erta|Ġde|ĠT|s|un|am|is|Ġdel|ĠPac|ÃŃfico|ĠinformÃ³|Ġla|Ġausencia|Ġde|Ġindic|adores|Ġde|Ġt|s|un|ami|.",<ERROR>,1
La agencia de manejo de emergencias de las Marianas del Norte indicó que no hubo registro de daños en el territorio nacional.,1,{'es': 1},1,1,La|Ġagencia|Ġde|Ġmanejo|Ġde|Ġemerg|encias|Ġde|Ġlas|ĠMar|ianas|Ġdel|ĠNorte|ĠindicÃ³|Ġque|Ġno|Ġhubo|Ġregistro|Ġde|ĠdaÃ±os|Ġen|Ġel|Ġterritorio|Ġnacional|.,<ERROR>,1
Mariana fue sacudida por un sismo a las 7:19 h hora local (21:19 h GMT) el viernes.,1,{'es': 1},1,1,Mar|iana|Ġfue|Ġsac|ud|ida|Ġpor|Ġun|Ġs|ismo|Ġa|Ġlas|Ġ|7|:|19|Ġh|Ġhora|Ġlocal|Ġ(|21|:|19|Ġh|ĠGMT|)|Ġel|Ġviernes|.,<ERROR>,1
"El ministerio se pronunció en relación al retraso en el informe de Apple, diciendo que era algo «verdaderamente lamentable».",1,{'es': 1},1,1,"El|Ġminister|io|Ġse|Ġpronunci|Ã³|Ġen|ĠrelaciÃ³n|Ġal|Ġretr|aso|Ġen|Ġel|Ġinforme|Ġde|ĠApple|,|Ġdiciendo|Ġque|Ġera|Ġalgo|ĠÂ«|ver|dad|eramente|Ġlament|able|Â».",<ERROR>,1
"La semana pasada, METI anunció que Apple les había informado de 34 incidentes adicionales de sobrecalentamiento, que la compañía catalogó como «no graves».",1,{'es': 1},1,1,"La|Ġsemana|Ġpasada|,|ĠM|ET|I|ĠanunciÃ³|Ġque|ĠApple|Ġles|ĠhabÃŃa|Ġinformado|Ġde|Ġ|34|Ġincid|entes|Ġadicionales|Ġde|Ġsobre|cal|ent|amiento|,|Ġque|Ġla|ĠcompaÃ±ÃŃa|Ġcatalog|Ã³|Ġcomo|ĠÂ«|no|Ġgraves|Â».",<ERROR>,1
"El Ministerio de Economía, Comercio e Industria japonés (METI) informó haber registrado 27 accidentes que involucraban a estos aparatos.",1,{'es': 1},1,1,"El|ĠMinisterio|Ġde|ĠEconomÃŃa|,|ĠComercio|Ġe|ĠIndustr|ia|Ġjap|on|Ã©s|Ġ(|M|ET|I|)|ĠinformÃ³|Ġhaber|Ġregistrado|Ġ|27|Ġaccidentes|Ġque|Ġinvol|uc|ra|ban|Ġa|Ġestos|Ġapar|atos|.",<ERROR>,1
"Se han denunciado cerca de 60 casos de iPods con problemas de funcionamiento y calentamiento exesivo, lo que originó seis incendios y provocó quemaduras menores a cuatro personas.",1,{'es': 1},1,1,"Se|Ġhan|Ġdenunci|ado|Ġcerca|Ġde|Ġ|60|Ġcasos|Ġde|ĠiPod|s|Ġcon|Ġproblemas|Ġde|Ġfuncionamiento|Ġy|Ġcalent|amiento|Ġex|es|ivo|,|Ġlo|Ġque|Ġorigin|Ã³|Ġseis|Ġincend|ios|Ġy|Ġprovoc|Ã³|Ġque|mad|uras|Ġmenores|Ġa|Ġcuatro|Ġpersonas|.",<ERROR>,1
"Las manifestaciones, en ocasiones violentas, fueron provocadas por el hecho de que no se llevan adelante elecciones, en algunos casos desde el año 2011.",1,{'es': 1},1,1,"Las|Ġmanifestaciones|,|Ġen|Ġocasiones|Ġviolent|as|,|Ġfueron|Ġprovoc|adas|Ġpor|Ġel|Ġhecho|Ġde|Ġque|Ġno|Ġse|Ġllevan|Ġadelante|Ġelecciones|,|Ġen|Ġalgunos|Ġcasos|Ġdesde|Ġel|ĠaÃ±o|Ġ|201|1|.",<ERROR>,1
La comisión fue la forma en que Martelly respondió a las manifestaciones generalizadas que iniciaron en octubre en contra del régimen.,1,{'es': 1},1,1,La|ĠcomisiÃ³n|Ġfue|Ġla|Ġforma|Ġen|Ġque|ĠMart|elly|ĠrespondiÃ³|Ġa|Ġlas|Ġmanifestaciones|Ġgeneral|izadas|Ġque|Ġinici|aron|Ġen|Ġoctubre|Ġen|Ġcontra|Ġdel|ĠrÃ©gimen|.,<ERROR>,1
"El mes pasado, una comisión presidencial aconsejó que el CEP anterior renunciara, en el marco de una serie de medidas que procuran conducir al país hacia nuevas elecciones.",1,{'es': 1},1,1,"El|Ġmes|Ġpasado|,|Ġuna|ĠcomisiÃ³n|Ġpresidencial|Ġaconsej|Ã³|Ġque|Ġel|ĠC|EP|Ġanterior|Ġrenunci|ara|,|Ġen|Ġel|Ġmarco|Ġde|Ġuna|Ġserie|Ġde|Ġmedidas|Ġque|Ġprocur|an|Ġconducir|Ġal|ĠpaÃŃs|Ġhacia|Ġnuevas|Ġelecciones|.",<ERROR>,1
"En cuatro años, es el quinto CEP de Martelly.",1,{'es': 1},1,1,"En|Ġcuatro|ĠaÃ±os|,|Ġes|Ġel|Ġqu|into|ĠC|EP|Ġde|ĠMart|elly|.",<ERROR>,1
"El día de ayer, Martelly juró en un nuevo Consejo Electoral Provisional (CEP, por sus siglas en inglés) de nueve miembros.",1,{'es': 1},1,1,"El|ĠdÃŃa|Ġde|Ġayer|,|ĠMart|elly|Ġjur|Ã³|Ġen|Ġun|Ġnuevo|ĠConsejo|ĠElect|oral|ĠPro|vis|ional|Ġ(|C|EP|,|Ġpor|Ġsus|Ġsig|las|Ġen|ĠinglÃ©s|)|Ġde|Ġnueve|Ġmiembros|.",<ERROR>,1
"Mick O'Flynn, quien se encuentra a cargo, provisoriamente, de la oficina de Conservación y Patrimonio del Parque del NPWS, señaló que se brindó una capacitación integral en seguridad y entrenamiento a los cuatro tiradores escogidos para la operación de tiro.",1,{'es': 1},1,1,"M|ick|ĠO|'|F|lyn|n|,|Ġquien|Ġse|Ġencuentra|Ġa|Ġcargo|,|Ġprov|is|or|iamente|,|Ġde|Ġla|Ġoficina|Ġde|ĠConserv|aciÃ³n|Ġy|ĠPat|rimonio|Ġdel|ĠParque|Ġdel|ĠN|P|WS|,|ĠseÃ±alÃ³|Ġque|Ġse|Ġbrind|Ã³|Ġuna|ĠcapacitaciÃ³n|Ġintegral|Ġen|Ġseguridad|Ġy|Ġentrenamiento|Ġa|Ġlos|Ġcuatro|Ġtir|adores|Ġescog|idos|Ġpara|Ġla|ĠoperaciÃ³n|Ġde|Ġtiro|.",<ERROR>,1
"En una unión entre NPWS y la Asociación de Tiradores Deportivos de Australia (NSW) Inc., se reclutaron voluntarios idóneos dentro del programa de caza de la Asociación de Tiradores Deportivos.",1,{'es': 1},1,1,"En|Ġuna|ĠuniÃ³n|Ġentre|ĠN|P|WS|Ġy|Ġla|ĠAsociaciÃ³n|Ġde|ĠT|ir|adores|ĠDeport|ivos|Ġde|ĠAustralia|Ġ(|NS|W|)|ĠInc|.,|Ġse|Ġrecl|ut|aron|Ġvolunt|arios|Ġid|Ã³n|eos|Ġdentro|Ġdel|Ġprograma|Ġde|Ġca|za|Ġde|Ġla|ĠAsociaciÃ³n|Ġde|ĠT|ir|adores|ĠDeport|ivos|.",<ERROR>,1
"Durante el ensayo complementario de control de plagas, los guardabosques debían supervisar de cerca a los tiradores, dado que éste se monitoreaba y se evaluaba su efectividad.",1,{'es': 1},1,1,"Durante|Ġel|Ġens|ayo|Ġcomplement|ario|Ġde|Ġcontrol|Ġde|Ġpl|agas|,|Ġlos|Ġguard|ab|os|ques|Ġdeb|ÃŃan|Ġsupervis|ar|Ġde|Ġcerca|Ġa|Ġlos|Ġtir|adores|,|Ġdado|Ġque|ĠÃ©ste|Ġse|Ġmonit|ore|aba|Ġy|Ġse|Ġevalu|aba|Ġsu|Ġefect|ividad|.",<ERROR>,1
"Israel exige una presencia militar constante en el valle por diez años una vez que se firme el acuerdo, mientras que PA solo acepta cinco.",1,{'es': 1},1,1,"Is|rael|Ġexige|Ġuna|Ġpresencia|Ġmilitar|Ġconstante|Ġen|Ġel|Ġvalle|Ġpor|Ġdiez|ĠaÃ±os|Ġuna|Ġvez|Ġque|Ġse|Ġfirme|Ġel|Ġacuerdo|,|Ġmientras|Ġque|ĠPA|Ġsolo|Ġacepta|Ġcinco|.",<ERROR>,1
"Sus largas mandíbulas tenían incrustados más de 70 dientes afilados como navajas, además de otro grupo adicional en el paladar, lo que se traduce en que cualquier cosa que le pasara por delante, no tenía escapatoria.",1,{'es': 1},1,1,"Sus|Ġlargas|Ġmand|ÃŃb|ulas|ĠtenÃŃan|Ġin|cr|ust|ados|ĠmÃ¡s|Ġde|Ġ|70|Ġdientes|Ġaf|il|ados|Ġcomo|Ġnav|ajas|,|ĠademÃ¡s|Ġde|Ġotro|Ġgrupo|Ġadicional|Ġen|Ġel|Ġpal|adar|,|Ġlo|Ġque|Ġse|Ġtrad|uce|Ġen|Ġque|Ġcualquier|Ġcosa|Ġque|Ġle|Ġpas|ara|Ġpor|Ġdelante|,|Ġno|ĠtenÃŃa|Ġescap|atoria|.",<ERROR>,1
Atacaba también a cualquier criatura que entrara en el agua: ni siquiera un dinosaurio tan enorme como el T. Rex era una amenaza para él.,1,{'es': 1},1,1,A|ta|c|aba|ĠtambiÃ©n|Ġa|Ġcualquier|Ġcri|atura|Ġque|Ġentr|ara|Ġen|Ġel|Ġagua|:|Ġni|Ġsiquiera|Ġun|Ġd|inos|aur|io|Ġtan|Ġenorme|Ġcomo|Ġel|ĠT|.|ĠRe|x|Ġera|Ġuna|Ġamenaza|Ġpara|ĠÃ©l|.,<ERROR>,1
"Al ser comparados a través del uso de la espectroscopia infrarroja (FTIR), pudo determinarse que la composición de los cristales coincide con la encontrada en la orina de las mascotas afectadas.",1,{'es': 1},1,1,"Al|Ġser|Ġcompar|ados|Ġa|ĠtravÃ©s|Ġdel|Ġuso|Ġde|Ġla|Ġespect|ros|cop|ia|Ġinfr|arro|ja|Ġ(|FT|IR|),|Ġpudo|Ġdetermin|arse|Ġque|Ġla|ĠcomposiciÃ³n|Ġde|Ġlos|Ġcrist|ales|Ġcoinci|de|Ġcon|Ġla|Ġencontr|ada|Ġen|Ġla|Ġor|ina|Ġde|Ġlas|Ġmasc|otas|Ġafect|adas|.",<ERROR>,1
"De las siete maravillas, la única que sigue en pie es la Gran Pirámide de Guiza.",1,{'es': 1},1,1,"De|Ġlas|Ġsiete|Ġmarav|illas|,|Ġla|ĠÃºnica|Ġque|Ġsigue|Ġen|Ġpie|Ġes|Ġla|ĠGran|ĠPir|Ã¡m|ide|Ġde|ĠGu|iza|.",<ERROR>,1
Fueron forzados a pagar impuestos al régimen colonial de EE. UU. con el propósito de solventar la mayor parte de los gastos e intereses de los bonos que fluctuaron en nombre del gobierno filipino en los bancos de Wall Street.,1,{'es': 1},1,1,F|uer|on|Ġfor|zados|Ġa|Ġpagar|Ġimpuestos|Ġal|ĠrÃ©gimen|Ġcolon|ial|Ġde|ĠEE|.|ĠU|U|.|Ġcon|Ġel|ĠpropÃ³sito|Ġde|Ġsol|vent|ar|Ġla|Ġmayor|Ġparte|Ġde|Ġlos|Ġgastos|Ġe|Ġintereses|Ġde|Ġlos|Ġbon|os|Ġque|Ġflu|ct|u|aron|Ġen|Ġnombre|Ġdel|Ġgobierno|Ġfil|ip|ino|Ġen|Ġlos|Ġbancos|Ġde|ĠWall|ĠStreet|.,<ERROR>,1
El propio pueblo filipino pagó los gastos de guerra del imperialismo de E.E. U.U. en la conquista de Filipinas.,1,{'es': 1},1,1,El|Ġpropio|Ġpueblo|Ġfil|ip|ino|Ġpag|Ã³|Ġlos|Ġgastos|Ġde|Ġguerra|Ġdel|Ġimperial|ismo|Ġde|ĠE|.E|.|ĠU|.|U|.|Ġen|Ġla|Ġconqu|ista|Ġde|ĠFil|ip|inas|.,<ERROR>,1
"En cierto momento, un participante de la revuelta sacudió la cabeza de un guardia real ejecutado en Versalles frente a la reina, que estaba en pánico.",1,{'es': 1},1,1,"En|Ġcierto|Ġmomento|,|Ġun|Ġparticip|ante|Ġde|Ġla|Ġrev|uel|ta|Ġsac|ud|iÃ³|Ġla|Ġcabeza|Ġde|Ġun|Ġguard|ia|Ġreal|Ġejecut|ado|Ġen|ĠVers|all|es|Ġfrente|Ġa|Ġla|Ġreina|,|Ġque|Ġestaba|Ġen|Ġp|Ã¡nico|.",<ERROR>,1
La muchedumbre forzó al rey y la reina a abrir por completo las ventanas de su carruaje.,1,{'es': 1},1,1,La|Ġmuch|ed|umbre|Ġfor|zÃ³|Ġal|Ġrey|Ġy|Ġla|Ġreina|Ġa|Ġabrir|Ġpor|Ġcompleto|Ġlas|Ġventanas|Ġde|Ġsu|Ġcar|ru|aje|.,<ERROR>,1
Viajaron de vuelta hacia París en un carruaje rodeados por una muchedumbre que gritaban y lanzaban amenazas contra el rey y la reina.,1,{'es': 1},1,1,V|ia|j|aron|Ġde|Ġvuelta|Ġhacia|ĠParÃŃs|Ġen|Ġun|Ġcar|ru|aje|Ġrode|ados|Ġpor|Ġuna|Ġmuch|ed|umbre|Ġque|Ġgr|it|aban|Ġy|Ġlanz|aban|Ġamenazas|Ġcontra|Ġel|Ġrey|Ġy|Ġla|Ġreina|.,<ERROR>,1
"El 6 de octubre de 1789, una muchedumbre de mujeres del mercado obligó al aterrorizado monarca Luis XVI, a María Antonieta, sus dos hijos pequeños (María Teresa, de once años y Luis Carlos, de cuatro) y a la hermana del rey, Madam Elizabeth, a volver a París desde Versalles.",1,{'es': 1},1,1,"El|Ġ|6|Ġde|Ġoctubre|Ġde|Ġ|178|9|,|Ġuna|Ġmuch|ed|umbre|Ġde|Ġmujeres|Ġdel|Ġmercado|Ġoblig|Ã³|Ġal|Ġater|ror|izado|Ġmon|arca|ĠLuis|ĠXVI|,|Ġa|ĠMarÃŃa|ĠAnton|i|eta|,|Ġsus|Ġdos|Ġhijos|ĠpequeÃ±os|Ġ(|M|arÃŃa|ĠTeresa|,|Ġde|Ġonce|ĠaÃ±os|Ġy|ĠLuis|ĠCarlos|,|Ġde|Ġcuatro|)|Ġy|Ġa|Ġla|Ġhermana|Ġdel|Ġrey|,|ĠMad|am|ĠElizabeth|,|Ġa|Ġvolver|Ġa|ĠParÃŃs|Ġdesde|ĠVers|all|es|.",<ERROR>,1
"Siéntase libre de hacer sus propias marcas con lápiz, pero no olvide que las marcas en los instrumentos de arco han sido impresas en ese lugar por con un propósito musical y, por tanto, deberían respetarse.",1,{'es': 1},1,1,"Si|Ã©n|t|ase|Ġlibre|Ġde|Ġhacer|Ġsus|Ġpropias|Ġmarcas|Ġcon|Ġl|Ã¡p|iz|,|Ġpero|Ġno|Ġolv|ide|Ġque|Ġlas|Ġmarcas|Ġen|Ġlos|Ġinstrumentos|Ġde|Ġarco|Ġhan|Ġsido|Ġimpres|as|Ġen|Ġese|Ġlugar|Ġpor|Ġcon|Ġun|ĠpropÃ³sito|Ġmusical|Ġy|,|Ġpor|Ġtanto|,|ĠdeberÃŃan|Ġrespet|arse|.",<ERROR>,1
"El movimiento ascendente del arco genera un sonido más suave, en tanto que uno descendente es más fuerte y tajante.",1,{'es': 1},1,1,"El|Ġmovimiento|Ġascend|ente|Ġdel|Ġarco|Ġgenera|Ġun|Ġsonido|ĠmÃ¡s|Ġsuave|,|Ġen|Ġtanto|Ġque|Ġuno|Ġdescend|ente|Ġes|ĠmÃ¡s|Ġfuerte|Ġy|Ġt|aj|ante|.",<ERROR>,1
"Arriba quiere decir que se debe empezar en la punta y empujar el arco, y abajo significa que se debe comenzar en la rana, donde la mano sostiene el arco, y tirar de este.",1,{'es': 1},1,1,"Ar|rib|a|Ġquiere|Ġdecir|Ġque|Ġse|Ġdebe|Ġempezar|Ġen|Ġla|Ġpunta|Ġy|Ġemp|u|jar|Ġel|Ġarco|,|Ġy|Ġabajo|Ġsignifica|Ġque|Ġse|Ġdebe|Ġcomenzar|Ġen|Ġla|Ġr|ana|,|Ġdonde|Ġla|Ġmano|Ġsostiene|Ġel|Ġarco|,|Ġy|Ġtir|ar|Ġde|Ġeste|.",<ERROR>,1
La marca de «arco hacia arriba» se asemeja a una V y la marca de «arco hacia abajo» es similar a una grapa o un cuadrado sin su borde inferior.,1,{'es': 1},1,1,La|Ġmarca|Ġde|ĠÂ«|ar|co|Ġhacia|Ġarriba|Â»|Ġse|Ġas|eme|ja|Ġa|Ġuna|ĠV|Ġy|Ġla|Ġmarca|Ġde|ĠÂ«|ar|co|Ġhacia|Ġabajo|Â»|Ġes|Ġsimilar|Ġa|Ġuna|Ġgra|pa|Ġo|Ġun|Ġcuad|rado|Ġsin|Ġsu|Ġborde|Ġinferior|.,<ERROR>,1
"La gran pirámide fue construida en honor al faraón Khufu, y muchas otras de este tipo, tumbas y templos más pequeños se levantaron en honor a sus esposas y familiares.",1,{'es': 1},1,1,"La|Ġgran|Ġpir|Ã¡m|ide|Ġfue|Ġconstru|ida|Ġen|Ġhonor|Ġal|Ġf|ara|Ã³n|ĠKh|uf|u|,|Ġy|Ġmuchas|Ġotras|Ġde|Ġeste|Ġtipo|,|Ġt|umb|as|Ġy|Ġtemp|los|ĠmÃ¡s|ĠpequeÃ±os|Ġse|Ġlevant|aron|Ġen|Ġhonor|Ġa|Ġsus|Ġespos|as|Ġy|Ġfamiliares|.",<ERROR>,1
"La Meseta de Guiza, o «Necrópolis de Guiza», en el Valle de los Muertos, en Egipto, contiene numerosas pirámides (de las cuales la Gran Pirámide es la de mayor tamaño), varias tumbas pequeñas, templos, y la gran Esfinge.",1,{'es': 1},1,1,"La|ĠM|es|eta|Ġde|ĠGu|iza|,|Ġo|ĠÂ«|N|ec|rÃ³|pol|is|Ġde|ĠGu|iza|Â»,|Ġen|Ġel|ĠValle|Ġde|Ġlos|ĠM|uer|tos|,|Ġen|ĠEg|ipto|,|Ġcontiene|Ġnumerosas|Ġpir|Ã¡m|ides|Ġ(|de|Ġlas|Ġcuales|Ġla|ĠGran|ĠPir|Ã¡m|ide|Ġes|Ġla|Ġde|Ġmayor|ĠtamaÃ±o|),|Ġvarias|Ġt|umb|as|ĠpequeÃ±as|,|Ġtemp|los|,|Ġy|Ġla|Ġgran|ĠEs|f|inge|.",<ERROR>,1
"La Gran Pirámide, levantada por el pueblo egipcio en el siglo III a. C., es una de las tantas estructuras de forma piramidal y gran tamaño construidas para venerar al faraón fallecido.",1,{'es': 1},1,1,"La|ĠGran|ĠPir|Ã¡m|ide|,|Ġlevant|ada|Ġpor|Ġel|Ġpueblo|Ġeg|ip|cio|Ġen|Ġel|Ġsiglo|ĠIII|Ġa|.|ĠC|.,|Ġes|Ġuna|Ġde|Ġlas|Ġtantas|Ġestructuras|Ġde|Ġforma|Ġpir|am|idal|Ġy|Ġgran|ĠtamaÃ±o|Ġconstru|idas|Ġpara|Ġv|ener|ar|Ġal|Ġf|ara|Ã³n|Ġfalle|cido|.",<ERROR>,1
"Nada puede verse más que el maravilloso cielo despejado y las numerosas montañas de los alrededores. Desde el interior de esta cueva, se puede ver u oír muy poco de este mundo.",1,{'es': 1},1,1,"N|ada|Ġpuede|Ġverse|ĠmÃ¡s|Ġque|Ġel|Ġmaravilloso|Ġcielo|Ġdespe|jado|Ġy|Ġlas|Ġnumerosas|ĠmontaÃ±as|Ġde|Ġlos|Ġalred|edores|.|ĠDesde|Ġel|Ġinterior|Ġde|Ġesta|Ġc|ueva|,|Ġse|Ġpuede|Ġver|Ġu|Ġo|ÃŃr|Ġmuy|Ġpoco|Ġde|Ġeste|Ġmundo|.",<ERROR>,1
"Tras ver los horrores y las atrocidades ocurridos durante la Primera Guerra Mundial, los países querían evitar que dicha situación se repita en el futuro.",1,{'es': 1},1,1,"Tras|Ġver|Ġlos|Ġhorr|ores|Ġy|Ġlas|Ġat|ro|ci|dad|es|Ġocurr|idos|Ġdurante|Ġla|ĠPrimera|ĠGuerra|ĠMundial|,|Ġlos|ĠpaÃŃses|Ġquer|ÃŃan|Ġevitar|Ġque|Ġdicha|ĠsituaciÃ³n|Ġse|Ġrep|ita|Ġen|Ġel|Ġfuturo|.",<ERROR>,1
"En efecto, es muy difícil de encontrar, incluso si uno estuviera seguro de su existencia. En el interior de la cueva, el aislamiento es total.",1,{'es': 1},1,1,"En|Ġefecto|,|Ġes|Ġmuy|ĠdifÃŃcil|Ġde|Ġencontrar|,|Ġincluso|Ġsi|Ġuno|Ġestuv|iera|Ġseguro|Ġde|Ġsu|Ġexistencia|.|ĠEn|Ġel|Ġinterior|Ġde|Ġla|Ġc|ueva|,|Ġel|Ġaisl|amiento|Ġes|Ġtotal|.",<ERROR>,1
"En la cúspide de una de las montañas al norte de La Meca, yace una cueva totalmente abstraída del resto del planeta.",1,{'es': 1},1,1,"En|Ġla|Ġc|Ãºs|p|ide|Ġde|Ġuna|Ġde|Ġlas|ĠmontaÃ±as|Ġal|Ġnorte|Ġde|ĠLa|ĠM|eca|,|Ġya|ce|Ġuna|Ġc|ueva|Ġtotalmente|Ġabst|ra|ÃŃda|Ġdel|Ġresto|Ġdel|Ġplaneta|.",<ERROR>,1
"La cueva en sí misma, que perduró en el tiempo, ilustra de forma muy realista las inclinaciones espirituales de Mahoma.",1,{'es': 1},1,1,"La|Ġc|ueva|Ġen|ĠsÃŃ|Ġmisma|,|Ġque|Ġperd|ur|Ã³|Ġen|Ġel|Ġtiempo|,|Ġilust|ra|Ġde|Ġforma|Ġmuy|Ġreal|ista|Ġlas|Ġinclin|aciones|Ġesp|ir|ituales|Ġde|ĠMah|oma|.",<ERROR>,1
Mahoma se interesaba profundamente en cuestiones más allá de esta vida mundana. Solía visitar una cueva que se hizo conocida como «Hira» en la montaña de «Noor» (luz) para reflexionar.,1,{'es': 1},1,1,Mah|oma|Ġse|Ġinteres|aba|Ġprofund|amente|Ġen|Ġcuestiones|ĠmÃ¡s|ĠallÃ¡|Ġde|Ġesta|Ġvida|Ġmund|ana|.|ĠSol|ÃŃa|Ġvisitar|Ġuna|Ġc|ueva|Ġque|Ġse|Ġhizo|Ġconocida|Ġcomo|ĠÂ«|H|ira|Â»|Ġen|Ġla|ĠmontaÃ±a|Ġde|ĠÂ«|No|or|Â»|Ġ(|lu|z|)|Ġpara|Ġreflex|ionar|.,<ERROR>,1
