segment,segment_display,count,example_occurrences
bon ,'bon ',3,"[{""sentence_id"": 1043, ""text"": ""\""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,\"" Hu said.""}, {""sentence_id"": 1332, ""text"": ""NextGen is a system the FAA claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions.""}, {""sentence_id"": 1606, ""text"": ""Science now indicates that this massive carbon economy has dislodged the biosphere from one of its stable states that has supported human evolution for the past two million years.""}]"
"age, ","'age, '",3,"[{""sentence_id"": 1046, ""text"": ""He added that \""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.\""""}, {""sentence_id"": 1187, ""text"": ""As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.""}, {""sentence_id"": 1497, ""text"": ""Subcultures can be distinctive because of the age, ethnicity, class, location, and/or gender of the members.""}]"
Iraq ,'Iraq ',3,"[{""sentence_id"": 1047, ""text"": ""The Iraq Study Group presented its report at 12.00 GMT today.""}, {""sentence_id"": 1048, ""text"": ""It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.""}, {""sentence_id"": 1050, ""text"": ""The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.""}]"
GMT ,'GMT ',3,"[{""sentence_id"": 1047, ""text"": ""The Iraq Study Group presented its report at 12.00 GMT today.""}, {""sentence_id"": 1121, ""text"": ""The vehicle itself was taken away from the scene of the accident at approximately 1200 GMT on the same day.""}, {""sentence_id"": 1303, ""text"": ""The eathquake struck Mariana at 07:19 a.m. local time (09:19 p.m. GMT Friday).""}]"
Arg en t,'Arg en t',3,"[{""sentence_id"": 1052, ""text"": ""Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.""}, {""sentence_id"": 1053, ""text"": ""Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.""}, {""sentence_id"": 1750, ""text"": ""For news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.""}]"
Kat,'Kat',3,"[{""sentence_id"": 1054, ""text"": ""The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled \""Bush's New Orleans Deal.\""""}, {""sentence_id"": 1080, ""text"": ""The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.""}, {""sentence_id"": 1197, ""text"": ""They include the Netherlands, with Anna Jochemsen finishing ninth in the women's standing class in the Super-G yesterday, and Finland with Katja Saarinen finishing tenth in the same event.""}]"
conser,'conser',3,"[{""sentence_id"": 1054, ""text"": ""The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled \""Bush's New Orleans Deal.\""""}, {""sentence_id"": 1069, ""text"": ""Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a \""thorough and complete rewriting\"" of the Conservative party's environmental bill.""}, {""sentence_id"": 1722, ""text"": ""As with all South African National Parks, there are daily conservation and entry fees for the park.""}]"
Rome ,'Rome ',3,"[{""sentence_id"": 1056, ""text"": ""Over four million people went to Rome to attend the funeral.""}, {""sentence_id"": 1058, ""text"": ""Several large television screens were installed in various places in Rome to let the people watch the ceremony.""}, {""sentence_id"": 1438, ""text"": ""The central authority of the church had been in Rome for over a thousand years and this concentration of power and money led many to question whether this tenet was being met.""}]"
ody ,'ody ',3,"[{""sentence_id"": 1057, ""text"": ""The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.""}, {""sentence_id"": 1185, ""text"": ""Chambers, an agnostic, argues that his lawsuit is \""frivolous\"" and \""anybody can sue anybody.\""""}, {""sentence_id"": 1284, ""text"": ""She is in custody pending indictment and trial, but any eyewitness evidence may be tainted because her image has been widely published.""}]"
ici es  ,'ici es  ',3,"[{""sentence_id"": 1060, ""text"": ""Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.""}, {""sentence_id"": 1812, ""text"": ""Cancellation policies vary, but as of late March most coronavirus-based cancellation policies don't extend to July 2020, when the Olympics had been scheduled.""}]"
70 ,'70 ',3,"[{""sentence_id"": 1062, ""text"": ""Robin Uthappa made the innings highest score, 70 runs in just 41 balls by hitting 11 fours and 2 sixes.""}, {""sentence_id"": 1379, ""text"": ""Its long jaws were studded with more than 70 razor-sharp teeth, along with an extra set in the roof of its mouth, meaning that there was no escape for anything that crossed its path.""}, {""sentence_id"": 1648, ""text"": ""The crust is about 70 km thick on the near side and 100 km thick on the far side.""}]"
Bush ,'Bush ',3,"[{""sentence_id"": 1065, ""text"": ""U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.""}, {""sentence_id"": 1067, ""text"": ""After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia.""}, {""sentence_id"": 1075, ""text"": ""U.S. President George W. Bush welcomed the announcement.""}]"
per,'per',3,"[{""sentence_id"": 1068, ""text"": ""Prime Minister Stephen Harper has agreed to send the government's 'Clean Air Act' to an all-party committee for review, before its second reading, after Tuesday's 25 minute meeting with NDP leader Jack Layton at the PMO.""}, {""sentence_id"": 1514, ""text"": ""The Internet combines elements of both mass and interpersonal communication.""}, {""sentence_id"": 1656, ""text"": ""This type of manager has difficulty making unpopular decisions, performing disciplinary action, performance evaluations, assigning responsibility, and holding people accountable.""}]"
ay',"""ay'""",3,"[{""sentence_id"": 1068, ""text"": ""Prime Minister Stephen Harper has agreed to send the government's 'Clean Air Act' to an all-party committee for review, before its second reading, after Tuesday's 25 minute meeting with NDP leader Jack Layton at the PMO.""}, {""sentence_id"": 1233, ""text"": ""At Thursday's keynote presentation of the Tokyo Game Show, Nintendo president Satoru Iwata unveiled the controller design for the company's new Nintendo Revolution console.""}, {""sentence_id"": 1270, ""text"": ""Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships.""}]"
draft,'draft',3,"[{""sentence_id"": 1084, ""text"": ""The community irritation led to current efforts to draft a policy regarding sexual content for the site which hosts millions of openly-licensed media.""}, {""sentence_id"": 1565, ""text"": ""After its adoption by Congress on July 4, a handwritten draft signed by the President of Congress John Hancock and the Secretary Charles Thomson was then sent a few blocks away to the printing shop of John Dunlap.""}, {""sentence_id"": 1862, ""text"": ""Even traditionally, though, not all Sámi have been involved in big scale reindeer husbandry, but lived from fishing, hunting and similar, having reindeer mostly as draft animals.""}]"
radioact,'radioact',3,"[{""sentence_id"": 1092, ""text"": ""According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.""}, {""sentence_id"": 1598, ""text"": ""They did two experiments marking either the DNA in the phage with a radioactive phosphorus or the protein of the phage with radioactive sulfur.""}]"
"1,0","'1,0'",3,"[{""sentence_id"": 1099, ""text"": ""The satellites, both of which weighed in excess of 1,000 pounds, and traveling at approximately 17,500 miles per hour, collided 491 miles above the Earth.""}, {""sentence_id"": 1115, ""text"": ""He produced over 1,000 stamps for Sweden and 28 other countries.""}, {""sentence_id"": 1117, ""text"": ""His 1,000th stamp was the magnificent \""Great Deeds by Swedish Kings\"" by David Klöcker Ehrenstrahl in 2000, which is listed in the Guinness Book of World Records.""}]"
anal,'anal',3,"[{""sentence_id"": 1103, ""text"": ""The result of plotting analysis will be posted to a public website.""}, {""sentence_id"": 1427, ""text"": ""For example, the most common still image photography format in the world is 35mm, which was the dominant film size at the close of the analog film era.""}, {""sentence_id"": 1688, ""text"": ""Appropriate use of blogs \""can empower students to become more analytical and critical; through actively responding to Internet materials, students can define their positions in the context of others' writings as well as outline their own perspectives on particular issues (Oravec, 2002).""}]"
heavil,'heavil',3,"[{""sentence_id"": 1105, ""text"": ""Dr. Malar Balasubramanian, 29, was found in Blue Ash, Ohio, a suburb approximately 15 miles north of Cincinnati lying on the ground beside the road in a T-shirt and underwear in an apparently heavily medicated state.""}, {""sentence_id"": 1490, ""text"": ""At the beginning dress was heavily influenced by the Byzantine culture in the east.""}, {""sentence_id"": 1959, ""text"": ""The Plitvice Lakes national park is heavily forested, mainly with beech, spruce, and fir trees, and features a mixture of Alpine and Mediterranean vegetation.""}]"
away.,'away.',3,"[{""sentence_id"": 1106, ""text"": ""She directed officers to her black Oldsmobile Intrigue which was 500 feet away.""}, {""sentence_id"": 1502, ""text"": ""Feral children may have experienced severe child abuse or trauma before being abandoned or running away.""}, {""sentence_id"": 1783, ""text"": ""Sharks do exist, however they rarely attack humans. Most sharks are scared of humans and would swim away.""}]"
cher,'cher',3,"[{""sentence_id"": 1111, ""text"": ""The outbreak has prompted the Indian government to undertake such measures as deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides.""}, {""sentence_id"": 1830, ""text"": ""Fruit pastries are common, with apples cooked into pastries year round, and cherries and plums making their appearances during the summer.""}, {""sentence_id"": 1984, ""text"": ""In Japan, the first cherry blossom parties were hosted by the emperor only for himself and other members of the aristocracy around the Imperial Court.""}]"
eaming ,'eaming ',3,"[{""sentence_id"": 1122, ""text"": ""A person working in a garage near where the accident occurred said: \""There were children waiting to cross the road and they were all screaming and crying.\""""}, {""sentence_id"": 1244, ""text"": ""Five minutes into the display a wind starts rolling in, about a minute later, the wind is reaching 70km/h... then the rain comes, but so hard and so large that it slaps your skin like a needle, then hail fell from the sky, people panicking and screaming and running over each other.""}, {""sentence_id"": 1469, ""text"": ""In a carriage, they traveled back to Paris surrounded by a mob of people screaming and shouting threats against the King and Queen.""}]"
ject,'ject',3,"[{""sentence_id"": 1124, ""text"": ""Other subjects on the agenda in Bali include saving the world's remaining forests, and sharing technologies to help developing nations grow in less-polluting ways.""}, {""sentence_id"": 1433, ""text"": ""It states that the most effective place for the main subject is at the intersection of lines dividing the image into thirds vertically and horizontally (see example).""}, {""sentence_id"": 1865, ""text"": ""If the country you will be visiting becomes subject to a travel advisory, your travel health insurance or your trip cancellation insurance may be affected.""}]"
saving ,'saving ',3,"[{""sentence_id"": 1124, ""text"": ""Other subjects on the agenda in Bali include saving the world's remaining forests, and sharing technologies to help developing nations grow in less-polluting ways.""}, {""sentence_id"": 1164, ""text"": ""ASUS Eee PC, earlier launched world-wide for cost-saving and functionality factors, became a hot topic in 2007 Taipei IT Month.""}, {""sentence_id"": 1857, ""text"": ""Similarly, by having a Schengen visa, you do not need to apply for visas to each of the Schengen member countries separately, hence saving time, money and paperwork.""}]"
wound,'wound',3,"[{""sentence_id"": 1129, ""text"": ""When the fighting ceased after the wounded were transported to the hospital, about 40 of the other remaining inmates stayed in the yard and refused to return to their cells.""}, {""sentence_id"": 1218, ""text"": ""Earlier this week, a police helicopter crash killed three people and wounded three more.""}, {""sentence_id"": 1267, ""text"": ""Edgar Veguilla received arm and jaw wounds while Kristoffer Schneider was left requiring reconstructive surgery for his face.""}]"
inma te s ,'inma te s ',3,"[{""sentence_id"": 1129, ""text"": ""When the fighting ceased after the wounded were transported to the hospital, about 40 of the other remaining inmates stayed in the yard and refused to return to their cells.""}, {""sentence_id"": 1131, ""text"": ""Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.""}, {""sentence_id"": 1132, ""text"": ""Soon, officers equipped with riot gear entered the yard and cornered the inmates with tear gas.""}]"
10:0,'10:0',3,"[{""sentence_id"": 1131, ""text"": ""Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.""}, {""sentence_id"": 1149, ""text"": ""The games kicked off at 10:00am with great weather and apart from mid morning drizzle which quickly cleared up, it was a perfect day for 7's rugby.""}, {""sentence_id"": 1178, ""text"": ""A moderate earthquake shook western Montana at 10:08 p.m. on Monday.""}]"
comfort,'comfort',3,"[{""sentence_id"": 1150, ""text"": ""Tournament top seeds South Africa started on the right note when they had a comfortable 26 - 00 win against 5th seeded Zambia.""}, {""sentence_id"": 1933, ""text"": ""Airlines know well that there is a certain core group of flyers who are willing to pay top dollar for the privilege of getting somewhere fast and in comfort, and charge accordingly.""}, {""sentence_id"": 1966, ""text"": ""This too can be borrowed from the stock at the entrance but that clothing isn't washed after every user so you may not feel comfortable wearing these skirts. One size fits all for men!""}]"
ot ,'ot ',3,"[{""sentence_id"": 1160, ""text"": ""After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.""}, {""sentence_id"": 1162, ""text"": ""Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.""}, {""sentence_id"": 1366, ""text"": ""Ocelots like to eat small animals. They will catch monkeys, snakes, rodents and birds if they can. Almost all of the animals that the ocelot hunts are far smaller than it is.""}]"
voice ,'voice ',3,"[{""sentence_id"": 1169, ""text"": ""The show originally featured amateur voice actors, local to East Texas.""}, {""sentence_id"": 1677, ""text"": ""Examples include control, planning and scheduling, the ability to answer customer diagnoses and questions, as well as handwriting recognition, voice and face.""}, {""sentence_id"": 1908, ""text"": ""The service is frequently used by shipping, including pleasure craft, as well as expeditions who have remote data and voice needs.""}]"
ago.,'ago.',3,"[{""sentence_id"": 1176, ""text"": ""It was the final match for the All Blacks, who had already won the trophy two weeks ago.""}, {""sentence_id"": 1328, ""text"": ""Scientists hope to understand how planets form, especially how the Earth formed, since comets collided with the Earth long ago.""}, {""sentence_id"": 1561, ""text"": ""Bipedal specializations are found in Australopithecus fossils from 4.2-3.9 million years ago, although Sahelanthropus may have walked on two legs as early as seven million years ago.""}]"
p.m,'p.m',3,"[{""sentence_id"": 1178, ""text"": ""A moderate earthquake shook western Montana at 10:08 p.m. on Monday.""}, {""sentence_id"": 1227, ""text"": ""The program started at 8:30 p.m. local time (15.00 UTC).""}, {""sentence_id"": 1303, ""text"": ""The eathquake struck Mariana at 07:19 a.m. local time (09:19 p.m. GMT Friday).""}]"
sequ,'sequ',3,"[{""sentence_id"": 1192, ""text"": ""The photographer was transported to Ronald Reagan UCLA Medical Center, where he subsequently died.""}, {""sentence_id"": 1282, ""text"": ""He was subsequently relocated to Addenbrooke's Hospital in Cambridge.""}, {""sentence_id"": 1827, ""text"": ""Posted speed limits are noticeably lower than in previous and subsequent sections — commonly 35-40 mph (56-64 km/h) — and strict obedience to them is even more important than otherwise.""}]"
ands ,'ands ',3,"[{""sentence_id"": 1194, ""text"": ""Entertainment news website TMZ understands the photographer stopped his vehicle on the other side of Sepulveda Boulevard and attempted to take pictures of the police stop before crossing the road and continuing, prompting the California Highway Patrol police officer conducting the traffic stop to order him back across, twice.""}, {""sentence_id"": 1731, ""text"": ""The forests aren't just mangrove swamps though — they include some of the last remaining stands of the mighty jungles which once covered the Gangetic plain.""}, {""sentence_id"": 1952, ""text"": ""Barcelona's official languages are Catalan and Spanish. About a half prefer to speak Catalan, a vast majority understands it, and virtually everyone knows Spanish.""}]"
nint,'nint',3,"[{""sentence_id"": 1197, ""text"": ""They include the Netherlands, with Anna Jochemsen finishing ninth in the women's standing class in the Super-G yesterday, and Finland with Katja Saarinen finishing tenth in the same event.""}, {""sentence_id"": 1199, ""text"": ""Arly Velasquez of Mexico finished fifteenth in the men's sitting Super-G. New Zealand's Adam Hall finished ninth in the men's standing Super-G.""}, {""sentence_id"": 1272, ""text"": ""Her other race, the Giant Slalom, saw her finish in tenth in the women's sitting group with a combined run time of 4:41.30, 2:11.60 minutes slower than first place finisher Austrian Claudia Loesch and 1:09.02 minutes slower than the ninth place finisher Gyöngyi Dani of Hungary.""}]"
wom en ',"""wom en '""",3,"[{""sentence_id"": 1197, ""text"": ""They include the Netherlands, with Anna Jochemsen finishing ninth in the women's standing class in the Super-G yesterday, and Finland with Katja Saarinen finishing tenth in the same event.""}, {""sentence_id"": 1272, ""text"": ""Her other race, the Giant Slalom, saw her finish in tenth in the women's sitting group with a combined run time of 4:41.30, 2:11.60 minutes slower than first place finisher Austrian Claudia Loesch and 1:09.02 minutes slower than the ninth place finisher Gyöngyi Dani of Hungary.""}, {""sentence_id"": 1273, ""text"": ""Four skiers in the women's sitting group failed to finish their runs, and 45 of the 117 total skiers in the Giant Slalom failed to rank in the race.""}]"
G. ,'G. ',3,"[{""sentence_id"": 1198, ""text"": ""Australia's Mitchell Gourley finished eleventh in the men's standing Super-G. Czech competitor Oldrich Jelinek finished sixteenth in the men's sitting Super-G.""}, {""sentence_id"": 1199, ""text"": ""Arly Velasquez of Mexico finished fifteenth in the men's sitting Super-G. New Zealand's Adam Hall finished ninth in the men's standing Super-G.""}, {""sentence_id"": 1200, ""text"": ""Poland's men's visually impaired skier Maciej Krezel and guide Anna Ogarzynska finished thirteenth in the Super-G. South Korea's Jong Seork Park finished twenty-fourth in the men's sitting Super-G.""}]"
G.,'G.',3,"[{""sentence_id"": 1198, ""text"": ""Australia's Mitchell Gourley finished eleventh in the men's standing Super-G. Czech competitor Oldrich Jelinek finished sixteenth in the men's sitting Super-G.""}, {""sentence_id"": 1199, ""text"": ""Arly Velasquez of Mexico finished fifteenth in the men's sitting Super-G. New Zealand's Adam Hall finished ninth in the men's standing Super-G.""}, {""sentence_id"": 1200, ""text"": ""Poland's men's visually impaired skier Maciej Krezel and guide Anna Ogarzynska finished thirteenth in the Super-G. South Korea's Jong Seork Park finished twenty-fourth in the men's sitting Super-G.""}]"
peacek,'peacek',3,"[{""sentence_id"": 1201, ""text"": ""UN peacekeepers, whom arrived in Haiti after the 2010 earthquake, are being blamed for the spread of the disease which started near the troop's encampment.""}, {""sentence_id"": 1204, ""text"": ""The Haitian Institute for Justice and Democracy has referenced independent studies that suggest the Nepalese UN peacekeeping battalion unknowingly brought the disease to Haiti.""}, {""sentence_id"": 1205, ""text"": ""Danielle Lantagne, a UN expert on the disease, stated the outbreak was likely caused by the peacekeepers.""}]"
en coun te r,'en coun te r',3,"[{""sentence_id"": 1203, ""text"": ""Prior to the arrival of troops, Haiti had not encountered problems related to the disease since the 1800s.""}, {""sentence_id"": 1744, ""text"": ""In the 16th century Paraguay, formerly called \""The Giant Province of the Indies\"", was born as a result of the encounter of Spanish conquerors with the native indigenous groups.""}, {""sentence_id"": 1820, ""text"": ""Travellers may encounter animal pests that they are not familiar with in their home regions.""}]"
doll,'doll',3,"[{""sentence_id"": 1212, ""text"": ""Despite leaving the show in 1993 he kept the title of executive producer, and continued to receive tens of millions of dollars every season in royalties.""}, {""sentence_id"": 1753, ""text"": ""British pounds will generally be accepted anywhere in the islands and within Stanley credit cards and United States dollars are also often accepted.""}, {""sentence_id"": 1933, ""text"": ""Airlines know well that there is a certain core group of flyers who are willing to pay top dollar for the privilege of getting somewhere fast and in comfort, and charge accordingly.""}]"
space.,'space.',3,"[{""sentence_id"": 1234, ""text"": ""Resembling a television remote, the controller uses two sensors placed near the user's television to triangulate its position in three-dimensional space.""}, {""sentence_id"": 1353, ""text"": ""It takes a giant rocket over a 100 feet high to put a satellite or telescope in space.""}, {""sentence_id"": 1763, ""text"": ""Each year, dozens of visitors are injured because they didn't keep a proper distance. These animals are large, wild, and potentially dangerous, so give them their space.""}]"
urine ,'urine ',3,"[{""sentence_id"": 1253, ""text"": ""Both cyanuric acid and melamine were found in urine samples from pets that died after consuming contaminated pet food.""}, {""sentence_id"": 1255, ""text"": ""The researchers observed crystals formed in cat urine by the addition of melamine and cyanuric acid.""}, {""sentence_id"": 1256, ""text"": ""The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).""}]"
cryst,'cryst',3,"[{""sentence_id"": 1254, ""text"": ""The two compounds react with one another to form crystals that may block kidney function, researchers at the university said.""}, {""sentence_id"": 1255, ""text"": ""The researchers observed crystals formed in cat urine by the addition of melamine and cyanuric acid.""}, {""sentence_id"": 1256, ""text"": ""The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).""}]"
Giant,'Giant',3,"[{""sentence_id"": 1272, ""text"": ""Her other race, the Giant Slalom, saw her finish in tenth in the women's sitting group with a combined run time of 4:41.30, 2:11.60 minutes slower than first place finisher Austrian Claudia Loesch and 1:09.02 minutes slower than the ninth place finisher Gyöngyi Dani of Hungary.""}, {""sentence_id"": 1273, ""text"": ""Four skiers in the women's sitting group failed to finish their runs, and 45 of the 117 total skiers in the Giant Slalom failed to rank in the race.""}, {""sentence_id"": 1744, ""text"": ""In the 16th century Paraguay, formerly called \""The Giant Province of the Indies\"", was born as a result of the encounter of Spanish conquerors with the native indigenous groups.""}]"
skiers ,'skiers ',3,"[{""sentence_id"": 1273, ""text"": ""Four skiers in the women's sitting group failed to finish their runs, and 45 of the 117 total skiers in the Giant Slalom failed to rank in the race.""}, {""sentence_id"": 1848, ""text"": ""The idea of skiing is very old — cave paintings depicting skiers date back as far as 5000 BC!""}]"
"Kanjar, ","'Kanjar, '",3,"[{""sentence_id"": 1276, ""text"": ""The accused are named as Baba Kanjar, Bhutha Kanjar, Rampro Kanjar, Gaza Kanjar and Vishnu Kanjar.""}]"
murder,'murder',3,"[{""sentence_id"": 1283, ""text"": ""Adekoya has since been in Edinburgh Sheriff Court charged with murdering her son.""}, {""sentence_id"": 1395, ""text"": ""Greenland was settled sparsely. In the Norse sagas they say that Erik the Red was exiled from Iceland for murder, and when travelling further west, found Greenland and named it Greenland.""}, {""sentence_id"": 1949, ""text"": ""There are still many men and women alive who survived their time here, and many more who had loved ones who were murdered or worked to death there, Jews and non-Jews alike.""}]"
te ll,'te ll',3,"[{""sentence_id"": 1294, ""text"": ""Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.""}, {""sentence_id"": 1295, ""text"": ""It is Martelly's fifth CEP in four years.""}, {""sentence_id"": 1297, ""text"": ""The commission was Martelly's response to widespread anti-regime protests that started in October.""}]"
swor,'swor',3,"[{""sentence_id"": 1294, ""text"": ""Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.""}, {""sentence_id"": 1903, ""text"": ""Ellsworth Land is the region south of the Peninsula, bounded by the Bellingshausen Sea.""}, {""sentence_id"": 1904, ""text"": ""The mountains of the Peninsula here merge into the plateau, then re-emerge to form the 360 km chain of the Ellsworth Mountains, bisected by the Minnesota Glacier.""}]"
packag,'packag',3,"[{""sentence_id"": 1296, ""text"": ""Last month a presidential commission recommended the prior CEP's resignation as part of a package of measures to move the country towards new elections.""}, {""sentence_id"": 1787, ""text"": ""Travel agents usually offer packages that include breakfast, transportation arrangements to/from the airport or even combined flight and hotel packages.""}]"
se,'se',3,"[{""sentence_id"": 1297, ""text"": ""The commission was Martelly's response to widespread anti-regime protests that started in October.""}, {""sentence_id"": 1442, ""text"": ""Since there was limited response to this tactic, Germany expected a similar response to its unrestricted submarine warfare.""}]"
P hi lippin,'P hi lippin',3,"[{""sentence_id"": 1306, ""text"": ""A former Filipino policeman has kept Hong Kong tourists hostage by hijacking their bus in Manila, the capital of the Philippines.""}, {""sentence_id"": 1472, ""text"": ""The war expenditures of U.S. imperialism in the conquest of the Philippines were paid for by the Filipino people themselves.""}, {""sentence_id"": 1473, ""text"": ""They were compelled to pay taxes to the U.S. colonial regime to defray a major part of the expenditures and the interest on bonds floated in the name of the Philippine government through the Wall Street banking houses.""}]"
and',"""and'""",3,"[{""sentence_id"": 1312, ""text"": ""He trained as an obstetrician and began to work at the Auckland's National Women's Hospital in 1959.""}, {""sentence_id"": 1727, ""text"": ""The great majority of Hong Kong Island's urban development is densely packed on reclaimed land along the northern shore.""}, {""sentence_id"": 1770, ""text"": ""There are many beaches, due to Auckland's straddling of two harbours. The most popular ones are in three areas.""}]"
prem,'prem',3,"[{""sentence_id"": 1313, ""text"": ""While he was working at the hospital Liggins began to investigate premature labor during his spare time.""}, {""sentence_id"": 1797, ""text"": ""They usually have special food, drink and entertainment offers, to keep guests in a good mood, and keep them at the premise.""}, {""sentence_id"": 1844, ""text"": ""Cochamó Valley - Chile's premier climbing destination, known as the Yosemite of South America, with a variety of granite big walls and crags.""}]"
Luna ,'Luna ',3,"[{""sentence_id"": 1317, ""text"": ""Tommy Dreamer said \""Luna was the first Queen of Extreme. My first manager. Luna passed away on the night of two moons. Pretty unique just like her. Strong woman.\""""}, {""sentence_id"": 1318, ""text"": ""Dustin \""Goldust\"" Runnels commented that \""Luna was as freaky as me...maybe even more...love her and will miss her...hopefully she's in a better place.\""""}]"
dust,'dust',3,"[{""sentence_id"": 1318, ""text"": ""Dustin \""Goldust\"" Runnels commented that \""Luna was as freaky as me...maybe even more...love her and will miss her...hopefully she's in a better place.\""""}, {""sentence_id"": 1647, ""text"": ""The surface of the Moon is made of rocks and dust. The outer layer of the Moon is called the crust.""}, {""sentence_id"": 1873, ""text"": ""Regional and seasonal severe weather phenomena include blizzards, snowstorms, ice storms, and dust storms.""}]"
Elizab,'Elizab',3,"[{""sentence_id"": 1320, ""text"": ""Caretaker Prime Minister Julia Gillard claimed during the campaign of the 2010 federal election that she believed Australia should become a republic at the end of Queen Elizabeth II's reign.""}, {""sentence_id"": 1321, ""text"": ""34 per cent of those in the poll share this view, wanting Queen Elizabeth II to be Australia's last monarch.""}, {""sentence_id"": 1468, ""text"": ""The terrified King Louis XVI, Queen Marie Antoinette their two young children (11 year old Marie Therese and four year old Louis-Charles) and the King's sister, Madam Elizabeth, on the 6th October 1789 were forced back to Paris from Versailles by a mob of market women.""}]"
ware ,'ware ',3,"[{""sentence_id"": 1326, ""text"": ""Several people verified the discovery using different hardware and software by the beginning of February and it was announced on Tuesday.""}, {""sentence_id"": 1508, ""text"": ""Virtual Scaffolds are internalized in the software and are meant to question, prompt, and explain procedures that may have been to challenging for the student to handle alone.""}, {""sentence_id"": 1679, ""text"": ""The AI ​​system is now often used in the fields of economics, medicine, engineering and the military, as has been built in several home computer and video game software applications.""}]"
ins ,'ins ',3,"[{""sentence_id"": 1327, ""text"": ""Comets may possibly have been a source of water delivery to the earth along with organic matter that can form proteins and support life.""}, {""sentence_id"": 1527, ""text"": ""The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.""}, {""sentence_id"": 1528, ""text"": ""In contrast, animal foods (ants, termites, eggs) not only are easily digestible, but they provide high-quantity proteins that contain all the essential amino acids.""}]"
es ear,'es ear',3,"[{""sentence_id"": 1337, ""text"": ""Researchers from Princeton University in the United States and Uppsala University in Sweden reported the new species evolved in just two generations, though this process had been believed to take much longer, due to breeding between an endemic Darwin finch, Geospiza fortes, and the immigrant cactus finch, Geospiza conirostris.""}, {""sentence_id"": 1584, ""text"": ""Research has found that females are two times more likely to have MS then males.""}, {""sentence_id"": 1676, ""text"": ""Research in AI involves making machines to automate tasks that require intelligent behavior.""}]"
uck ,'uck ',3,"[{""sentence_id"": 1340, ""text"": ""It can be made very thin, and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called \""illuminated manuscripts\"".""}, {""sentence_id"": 1801, ""text"": ""During blizzards, enough snow to get you stuck can fall in very little time.""}, {""sentence_id"": 1840, ""text"": ""They provide greater stability for the rider but can have safety concerns due to the potential for a rider's feet to get stuck in them.""}]"
giant ,'giant ',3,"[{""sentence_id"": 1353, ""text"": ""It takes a giant rocket over a 100 feet high to put a satellite or telescope in space.""}, {""sentence_id"": 1381, ""text"": ""It also attacked anything that entered the water; even a giant dinosaur such as T. rex would be no match for it.""}, {""sentence_id"": 2000, ""text"": ""Due to the long distance from the continent mammals were unable to make the journey making the giant tortoise the primary grazing animal in the Galapagos.""}]"
easier ,'easier ',3,"[{""sentence_id"": 1354, ""text"": ""The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation.""}, {""sentence_id"": 1650, ""text"": ""There may be more maria on the near side because the crust is thinner. It was easier for lava to rise up to the surface.""}, {""sentence_id"": 1977, ""text"": ""Needless to say, if you know a Romance language, it will be easier for you to learn Portuguese.""}]"
