segment,segment_display,count,example_occurrences
обладать ,'обладать ',2,"[{""sentence_id"": 549, ""text"": ""Разумеется, первоклассный бегун на полмили, способный пробежать менее чем за две минуты, должен обладать изрядной скоростью, но во что бы то ни стало нужно тренировать выносливость.""}, {""sentence_id"": 1521, ""text"": ""Согласно его предположению, подобными способностями по толкованию поведения человека могут обладать животные, например, домашние собаки.""}]"
"оростью, ","'оростью, '",2,"[{""sentence_id"": 549, ""text"": ""Разумеется, первоклассный бегун на полмили, способный пробежать менее чем за две минуты, должен обладать изрядной скоростью, но во что бы то ни стало нужно тренировать выносливость.""}, {""sentence_id"": 1555, ""text"": ""Хотя гужевые дороги представляли собой лишь размещенные параллельно бруски дерева, они давали лошадям возможность перевозить по ним более крупные грузы и с более высокой скоростью, чем по слегка более ухабистым дорогам того времени.""}]"
жк,'жк',2,"[{""sentence_id"": 552, ""text"": ""Поддержка здорового энергетического баланса, соблюдение эффективных привычек поддержания водного баланса и понимание различных аспектов использования пищевых добавок могут помочь спортсменам улучшить свои показатели и увеличить удовольствие от спорта.""}, {""sentence_id"": 1645, ""text"": ""Примерно как катить тяжелую тележку на холм. Тогда повторное расщепление ядра высвобождает часть этой энергии.""}]"
пищев,'пищев',2,"[{""sentence_id"": 552, ""text"": ""Поддержка здорового энергетического баланса, соблюдение эффективных привычек поддержания водного баланса и понимание различных аспектов использования пищевых добавок могут помочь спортсменам улучшить свои показатели и увеличить удовольствие от спорта.""}, {""sentence_id"": 1525, ""text"": ""В саванне приматам с такой пищеварительной системой, как у человека, трудно удовлетворить свои потребности в аминокислотах за счёт имеющихся растительных ресурсов.""}]"
авок,'авок',2,"[{""sentence_id"": 552, ""text"": ""Поддержка здорового энергетического баланса, соблюдение эффективных привычек поддержания водного баланса и понимание различных аспектов использования пищевых добавок могут помочь спортсменам улучшить свои показатели и увеличить удовольствие от спорта.""}, {""sentence_id"": 1379, ""text"": ""Его длинные челюсти были усеяны более чем 70 острейшими зубами, вдобавок имелся дополнительный ряд на нёбе, так что тем, кто встречался на его пути, не было спасения.""}]"
огой ,'огой ',2,"[{""sentence_id"": 553, ""text"": ""Бег на среднюю дистанцию — это относительно недорогой вид спорта, однако существует множество заблуждений насчёт небольшого количества оборудования, необходимого для участия.""}, {""sentence_id"": 762, ""text"": ""Компания Couchsurfing учреждена в январе 2004 года. Поводом для ее основания стало то, что программисту Кейси Фентон удалось найти недорогой авиабилет в Исландию, но ему негде было там остановиться.""}]"
осит ,'осит ',2,"[{""sentence_id"": 555, ""text"": ""Спортсменам может казаться, что им нравится тот или иной продукт, даже если он не приносит никакой реальной пользы.""}, {""sentence_id"": 1523, ""text"": ""Мутация вносит новую генетическую вариацию, в то время как отбор убирает её из набора проявляющихся вариаций.""}]"
ктурн,'ктурн',2,"[{""sentence_id"": 556, ""text"": ""Атом можно рассматривать, как одну из важнейших структурных единиц всех веществ.""}, {""sentence_id"": 595, ""text"": ""Клетка является самой маленькой структурной и функциональной единицей живого организма (существ).""}]"
ядра ,'ядра ',2,"[{""sentence_id"": 557, ""text"": ""Это очень сложная частица, которая, согласно упрощенной боровской модели, состоит из центрального ядра и электронов, вращающихся по его орбите, что отчасти напоминает планеты, вращающиеся вокруг Солнца —  см. рисунок 1.1.""}, {""sentence_id"": 1645, ""text"": ""Примерно как катить тяжелую тележку на холм. Тогда повторное расщепление ядра высвобождает часть этой энергии.""}]"
яд ,'яд ',2,"[{""sentence_id"": 559, ""text"": ""Протоны имеют положительный электрический заряд, в то время как нейтроны заряда не имеют. У электронов электрический заряд отрицательный.""}, {""sentence_id"": 1821, ""text"": ""Вредители могут портить еду, вызывать раздражение или, что ещё хуже, вызывать аллергические реакции, выделять яд или передавать инфекцию.""}]"
цательн,'цательн',2,"[{""sentence_id"": 559, ""text"": ""Протоны имеют положительный электрический заряд, в то время как нейтроны заряда не имеют. У электронов электрический заряд отрицательный.""}, {""sentence_id"": 1116, ""text"": ""Его работы настолько известны своим качеством и детализацией, что он является одним из немногих \""нарицательных имён\"" среди филателистов. Некоторые специализируются только на коллекционировании его работ.""}]"
ый.,'ый.',2,"[{""sentence_id"": 559, ""text"": ""Протоны имеют положительный электрический заряд, в то время как нейтроны заряда не имеют. У электронов электрический заряд отрицательный.""}, {""sentence_id"": 626, ""text"": ""Самый важный фактор этого образа мышления заключается в том, что есть только один правильный ответ. Вам нужно думать, что есть только два варианта ответа, а именно: правильный или неправильный.""}]"
убедиться ,'убедиться ',2,"[{""sentence_id"": 560, ""text"": ""Перед осмотром пострадавшего вы сперва должны обследовать место происшествия, чтобы убедиться в безопасности для себя.""}, {""sentence_id"": 1162, ""text"": ""Начиная с 1988 года урны для избирательных бюллетеней должны быть прозрачными, чтобы избиратели и наблюдатели могли убедиться в том, что в начале голосования внутри нет конвертов и что к ним не добавлены какие-либо другие конверты, кроме конвертов тех людей, которых допустили к участию в голосовании и голоса которых подсчитали надлежащим образом.""}]"
"его, ","'его, '",2,"[{""sentence_id"": 561, ""text"": ""Вы должны обращать внимание на положение пострадавшего, когда приближаетесь к нему, а также учитывать любые настораживающие моменты на месте трагедии.""}, {""sentence_id"": 1952, ""text"": ""Официальными языками Барселоны являются каталанский и испанский. Примерно половина населения предпочитает разговаривать на каталанском, большинство понимают его, и практически все знают испанский.""}]"
с,'с',2,"[{""sentence_id"": 561, ""text"": ""Вы должны обращать внимание на положение пострадавшего, когда приближаетесь к нему, а также учитывать любые настораживающие моменты на месте трагедии.""}, {""sentence_id"": 1717, ""text"": ""При съемке передачи Генри Луиса Гейтса \""Чудеса африканского мира\"" на канале PBS одна из важнейших остановок была совершена тут.""}]"
траг,'траг',2,"[{""sentence_id"": 561, ""text"": ""Вы должны обращать внимание на положение пострадавшего, когда приближаетесь к нему, а также учитывать любые настораживающие моменты на месте трагедии.""}, {""sentence_id"": 1193, ""text"": ""По сообщениям ему было от 20-ти до 30-ти лет. В заявление Бибер сказал: \""Хотя я и не присутствовал при трагическом инциденте и не был вовлечён в него напрямую, мои мысли и молитвы с семьёй жертвы\"".""}]"
"очь, ","'очь, '",2,"[{""sentence_id"": 562, ""text"": ""Если вы пострадаете, пытаясь помочь, вы только усугубите ситуацию.""}, {""sentence_id"": 949, ""text"": ""В основном вы будете расклевать объявления с предложением помочь, ходить по докам, подходить к людям, которые чистят свои яхты, пытаться наладить контакт с моряками в баре и так далее.""}]"
"азало, ","'азало, '",2,"[{""sentence_id"": 563, ""text"": ""Исследование показало, что депрессия, страх и катастрофические настроения  способствовали переходу от боли к инвалидности у страдающих от болей в нижней части спины.""}, {""sentence_id"": 1314, ""text"": ""Его исследование показало, что если вводить гормон, то он усилит созревание легких ребёнка в период развития плода.""}]"
роен,'роен',2,"[{""sentence_id"": 563, ""text"": ""Исследование показало, что депрессия, страх и катастрофические настроения  способствовали переходу от боли к инвалидности у страдающих от болей в нижней части спины.""}, {""sentence_id"": 564, ""text"": ""Только эффект катастрофических настроений, а не депрессия или страх, были условием регулярных еженедельно структурированных сессий физической активности.""}]"
валидн,'валидн',2,"[{""sentence_id"": 563, ""text"": ""Исследование показало, что депрессия, страх и катастрофические настроения  способствовали переходу от боли к инвалидности у страдающих от болей в нижней части спины.""}, {""sentence_id"": 1245, ""text"": ""Я потерял сестру и ее друга, и на моем пути было двое инвалидов в инвалидных колясках, люди просто прыгали через них и толкали\"", — рассказывал Арман Версаче.""}]"
дающ,'дающ',2,"[{""sentence_id"": 563, ""text"": ""Исследование показало, что депрессия, страх и катастрофические настроения  способствовали переходу от боли к инвалидности у страдающих от болей в нижней части спины.""}, {""sentence_id"": 1125, ""text"": ""ООН также надеется завершить создание фонда помощи странам, страдающим от глобального потепления, для борьбы с его последствиями.""}]"
ежен,'ежен',2,"[{""sentence_id"": 564, ""text"": ""Только эффект катастрофических настроений, а не депрессия или страх, были условием регулярных еженедельно структурированных сессий физической активности.""}, {""sentence_id"": 1846, ""text"": ""Горные зимние виды спорта, включающие в себя катание на лыжах и сноуборде, являются популярными видами спорта, которые подразумевают спуск по заснеженному рельефу на прикрепленных к ногам лыжах или сноуборде.""}]"
хрон,'хрон',2,"[{""sentence_id"": 565, ""text"": ""Тем, кто тренируется постоянно, требуется больше поддержки по причине негативного отношения к боли и для того, чтобы отличить хронические боли от чувства дискомфорта после обычных физических нагрузок.""}, {""sentence_id"": 639, ""text"": ""Асинхронная связь даёт время для размышлений и реагирования на других.""}]"
"глаз, ","'глаз, '",2,"[{""sentence_id"": 567, ""text"": ""Существует множество различных строений глаз, сложность которых варьируется в зависимости от потребностей организма.""}, {""sentence_id"": 1268, ""text"": ""Орудие Уки вышло из строя, когда было нацелено в голову пятому мужчине. Шнайдер ощущает непрекращающуюся боль, он слеп на один глаз, у него отсутствует часть черепа, а лицо реконструировано с помощью титана.""}]"
струкции ,'струкции ',2,"[{""sentence_id"": 568, ""text"": ""Разные конструкции предоставляют различные возможности, являются чувствительными к разным длинам волн и имеют разную степень остроты. Кроме того, они требуют разной обработки для того, чтобы понимать вводимые данные и разные числа для оптимального функционирования.""}, {""sentence_id"": 1578, ""text"": ""Ознакомьтесь с этикеткой, где приводятся особые инструкции по оказанию первой помощи при отравлении этим конкретным ядом.""}]"
тавля,'тавля',2,"[{""sentence_id"": 568, ""text"": ""Разные конструкции предоставляют различные возможности, являются чувствительными к разным длинам волн и имеют разную степень остроты. Кроме того, они требуют разной обработки для того, чтобы понимать вводимые данные и разные числа для оптимального функционирования.""}, {""sentence_id"": 1361, ""text"": ""Самки обычно находятся друг с другом в родстве и составляют большую семью сестёр и дочерей.""}]"
числа ,'числа ',2,"[{""sentence_id"": 568, ""text"": ""Разные конструкции предоставляют различные возможности, являются чувствительными к разным длинам волн и имеют разную степень остроты. Кроме того, они требуют разной обработки для того, чтобы понимать вводимые данные и разные числа для оптимального функционирования.""}, {""sentence_id"": 839, ""text"": ""Учитывая, как далеко расположены многие пуэбло, вы не найдете большого числа ночных заведений, не посетив Альбукерке или Санта-Фе.""}]"
измов ,'измов ',2,"[{""sentence_id"": 569, ""text"": ""Популяция – это совокупность организмов конкретного вида в пределах определённой географической области.""}, {""sentence_id"": 1369, ""text"": ""Когда небольшая группа живых организмов (маленькая популяция) отделяется от основной популяции, из которой они произошли (например, если они переходят через горный хребет или реку, или, если они перемещаются на новый остров, с которого не могут легко вернуться), то они часто оказываются в среде, которая отличается от той, в которой они находились ранее.""}]"
елах ,'елах ',2,"[{""sentence_id"": 569, ""text"": ""Популяция – это совокупность организмов конкретного вида в пределах определённой географической области.""}, {""sentence_id"": 1504, ""text"": ""Если он полностью воспитан животными вместо людей, одичавший ребенок демонстрирует повадки (в пределах физических ограничений), практически во всем подобные конкретному вырастившему его животному — например, его боязнь или безразличие к людям.""}]"
географическ,'географическ',2,"[{""sentence_id"": 569, ""text"": ""Популяция – это совокупность организмов конкретного вида в пределах определённой географической области.""}, {""sentence_id"": 1419, ""text"": ""В силу принадлежности к кластеру/группе островов Японию часто называют с географической точки зрения архипелагом.""}]"
уляции ,'уляции ',2,"[{""sentence_id"": 570, ""text"": ""Когда все представители популяции имеют идентичный фенотипический признак, они называются мономорфными.""}, {""sentence_id"": 1373, ""text"": ""Со временем, через тысячи или даже миллионы лет эти две популяции будут выглядеть настолько по-разному, что нельзя будет сказать, что это один и тот же вид.""}]"
называются ,'называются ',2,"[{""sentence_id"": 570, ""text"": ""Когда все представители популяции имеют идентичный фенотипический признак, они называются мономорфными.""}, {""sentence_id"": 1359, ""text"": ""Львы — самые социальные кошки, живущие в больших группах, которые называются прайдами.""}]"
мурав,'мурав',2,"[{""sentence_id"": 572, ""text"": ""Колонии кочевых муравьёв мигрируют и строят гнёзда в разные фазы.""}, {""sentence_id"": 573, ""text"": ""Во время кочевой фазы муравьи-кочевники передвигаются ночью, а днём останавливаются, чтобы отдохнуть.""}]"
фазы ,'фазы ',2,"[{""sentence_id"": 573, ""text"": ""Во время кочевой фазы муравьи-кочевники передвигаются ночью, а днём останавливаются, чтобы отдохнуть.""}, {""sentence_id"": 574, ""text"": ""Колония начинает кочевую фазу при уменьшении количества доступной пищи. Во время этой фазы колония строит временные гнёзда, сменяемые каждый день.""}]"
"аются, ","'аются, '",2,"[{""sentence_id"": 573, ""text"": ""Во время кочевой фазы муравьи-кочевники передвигаются ночью, а днём останавливаются, чтобы отдохнуть.""}, {""sentence_id"": 952, ""text"": ""Хотя вам может показаться, что логичнее присоединиться к авиакомпании, рейсами которой вы летаете чаще всего, следует иметь в виду, что предлагаемые привилегии часто различаются, и другая авиакомпания из того же альянса может оказаться более щедрой при раздаче баллов в рамках программы поощрения часто летающих пассажиров.""}]"
егов,'егов',2,"[{""sentence_id"": 575, ""text"": ""Каждый из этих кочевых набегов или походов длится примерно 17 дней.""}, {""sentence_id"": 1064, ""text"": ""Однако после потери калитки капитана Индия совершила лишь 36 пробегов, потеряв 7 калиток для завершения иннингсов.""}]"
"""клетка"" ","'""клетка"" '",2,"[{""sentence_id"": 576, ""text"": ""Что такое клетка? Слово \""клетка\"" происходит от латинского cella, что означает \""маленькая комната\"". Оно было впервые введено в обращение учёным, который изучал структуру пробки под микроскопом.""}, {""sentence_id"": 596, ""text"": ""Слово \""клетка\"" происходит от латинского слова cella, что значит маленькая комната.""}]"
"cella, ","'cella, '",2,"[{""sentence_id"": 576, ""text"": ""Что такое клетка? Слово \""клетка\"" происходит от латинского cella, что означает \""маленькая комната\"". Оно было впервые введено в обращение учёным, который изучал структуру пробки под микроскопом.""}, {""sentence_id"": 596, ""text"": ""Слово \""клетка\"" происходит от латинского слова cella, что значит маленькая комната.""}]"
опом,'опом',2,"[{""sentence_id"": 576, ""text"": ""Что такое клетка? Слово \""клетка\"" происходит от латинского cella, что означает \""маленькая комната\"". Оно было впервые введено в обращение учёным, который изучал структуру пробки под микроскопом.""}, {""sentence_id"": 597, ""text"": ""Если вы посмотрите на живых существ под микроскопом, вы увидите, что они состоят из квадратиков или шариков.""}]"
базов,'базов',2,"[{""sentence_id"": 577, ""text"": ""Клетка — это базовый элемент всех живых существ, все организмы состоят из одной или нескольких клеток.""}, {""sentence_id"": 1039, ""text"": ""Это обеспечит его обратную совместимость с 802.11a, 802.11b и 802.11g при условии, что у базовой станции есть двойной приемник.""}]"
ео,'ео',2,"[{""sentence_id"": 579, ""text"": ""Нервная система поддерживает гомеостаз, посылая нервные импульсы через все тело, чтобы поддерживать кровоток и не нарушать его.""}, {""sentence_id"": 1651, ""text"": ""Теории контента сконцентрированы на поиске того, что заставляет людей действовать или может их заинтересовать.""}]"
импульсы ,'импульсы ',2,"[{""sentence_id"": 579, ""text"": ""Нервная система поддерживает гомеостаз, посылая нервные импульсы через все тело, чтобы поддерживать кровоток и не нарушать его.""}, {""sentence_id"": 580, ""text"": ""Эти нервные импульсы могут быть посланы очень быстро по всему телу, что помогает сохранять тело в безопасности от потенциальных угроз.""}]"
угроз.,'угроз.',2,"[{""sentence_id"": 580, ""text"": ""Эти нервные импульсы могут быть посланы очень быстро по всему телу, что помогает сохранять тело в безопасности от потенциальных угроз.""}, {""sentence_id"": 1817, ""text"": ""Существуют разные способы очистки воды, некоторые из них более эффективны против конкретных угроз.""}]"
пути.,'пути.',2,"[{""sentence_id"": 581, ""text"": ""По сравнению с другими сильными штормами, торнадо поражают небольшую площадь, но они могут уничтожить всё на своем пути.""}, {""sentence_id"": 1880, ""text"": ""Люди, планирующие пройти операцию по смене пола за границей, должны убедиться, что у них при себе есть действительные документы для обратного пути.""}]"
выр,'выр',2,"[{""sentence_id"": 582, ""text"": ""Торнадо вырывают с корнями деревья, срывают со зданий отделку и поднимают в небо автомобили. Самые сильные смерчи, на которые приходится около 2 процентов всех торнадо, длятся более трех часов.""}, {""sentence_id"": 849, ""text"": ""Ханги готовится в горячей яме, вырытой в земле.""}]"
вают ,'вают ',2,"[{""sentence_id"": 582, ""text"": ""Торнадо вырывают с корнями деревья, срывают со зданий отделку и поднимают в небо автомобили. Самые сильные смерчи, на которые приходится около 2 процентов всех торнадо, длятся более трех часов.""}, {""sentence_id"": 1672, ""text"": ""Давно известно, что различные виды повреждений, травм, поражений и опухолей мозга влияют на поведение и вызывают изменения некоторых психических функций.""}]"
длятся ,'длятся ',2,"[{""sentence_id"": 582, ""text"": ""Торнадо вырывают с корнями деревья, срывают со зданий отделку и поднимают в небо автомобили. Самые сильные смерчи, на которые приходится около 2 процентов всех торнадо, длятся более трех часов.""}, {""sentence_id"": 776, ""text"": ""Эти мероприятия длятся обычно от трёх до шести месяцев и проводятся на участках не менее 50-ти гектаров.""}]"
и испол,'и испол',2,"[{""sentence_id"": 584, ""text"": ""Люди делают и используют линзы для увеличения на протяжении многих тысячелетий.""}, {""sentence_id"": 1607, ""text"": ""Каждый является членом общества и использует транспортные системы. Практически каждый жалуется на эти систем.""}]"
опы ,'опы ',2,"[{""sentence_id"": 585, ""text"": ""Однако первые настоящие телескопы произвели в Европе в конце XVI века.""}, {""sentence_id"": 1352, ""text"": ""Спутник был доставлен в космос ракетой. Ученые используют телескопы в космосе, потому что атмосфера Земли в некоторой степени искажает наш свет и обзор.""}]"
удалён,'удалён',2,"[{""sentence_id"": 586, ""text"": ""В этих телескопах использовалась двухлинзовая система, чтобы делать удалённые объекты ближе и больше.""}, {""sentence_id"": 1754, ""text"": ""На удалённых островах кредитные карты, возможно, не будут приниматься, хотя британскую и американскую валюту могут принять; заранее проясните с владельцами какой способ оплаты является приемлемым.""}]"
косро,'косро',2,"[{""sentence_id"": 587, ""text"": ""Жадность и эгоизм всегда будут нашими спутниками, и природа кооперации состоит в том, что, когда большинству выгодно, в краткосрочной перспективе всегда можно будет получить больше, если действовать только в своих интересах.""}, {""sentence_id"": 930, ""text"": ""Хотя для краткосрочных туристических или деловых поездок в некоторые страны виза не нужна, поездка в качестве иностранного студента обычно предполагает более длительное пребывание, нежели поездка обычного туриста.""}]"
тиве ,'тиве ',2,"[{""sentence_id"": 587, ""text"": ""Жадность и эгоизм всегда будут нашими спутниками, и природа кооперации состоит в том, что, когда большинству выгодно, в краткосрочной перспективе всегда можно будет получить больше, если действовать только в своих интересах.""}, {""sentence_id"": 588, ""text"": ""Будем надеяться, что большинство людей поймут, что в долгосрочной перспективе их лучший вариант — работать вместе с другими.""}]"
"яться, ","'яться, '",2,"[{""sentence_id"": 588, ""text"": ""Будем надеяться, что большинство людей поймут, что в долгосрочной перспективе их лучший вариант — работать вместе с другими.""}, {""sentence_id"": 604, ""text"": ""Ее физическое состояние может меняться, но химическое состояние остается прежним.""}]"
и исследов,'и исследов',2,"[{""sentence_id"": 589, ""text"": ""Многие мечтают о дне, когда люди смогут путешествовать к другим звездам и исследовать другие миры. Некоторые задаются вопросом: что там? Некоторые верят, что на других планетах могут быть инопланетяне или другая жизнь.""}, {""sentence_id"": 1673, ""text"": ""Появление новых технологий позволяет нам увидеть и исследовать невиданные ранее структуры и процессы мозга.""}]"
етах ,'етах ',2,"[{""sentence_id"": 589, ""text"": ""Многие мечтают о дне, когда люди смогут путешествовать к другим звездам и исследовать другие миры. Некоторые задаются вопросом: что там? Некоторые верят, что на других планетах могут быть инопланетяне или другая жизнь.""}, {""sentence_id"": 1323, ""text"": ""Олимпийский золотой медалист должен был участвовать в заплыве на 100 и 200 м в вольном стиле и в трёх эстафетах на Играх Содружества, но из-за его жалоб его физическая форма теперь находится под сомнением.""}]"
лион,'лион',2,"[{""sentence_id"": 590, ""text"": ""Но если это когда-нибудь и произойдет, скорее всего это будет очень нескоро. Звезды рассеяны так редко, что между звездами-соседями триллионы миль.""}, {""sentence_id"": 1639, ""text"": ""Атомы настолько невероятно крошечны, что триллионы их могут поместиться в точке в конце этого предложения.""}]"
о все,'о все',2,"[{""sentence_id"": 594, ""text"": ""Во всех уголках Земле есть животные. Они летают по небу, плавают в океане и роют землю.""}, {""sentence_id"": 1591, ""text"": ""Во всех научных вопросах, включая психологию, были приняты взгляды Аристотеля.""}]"
летают ,'летают ',2,"[{""sentence_id"": 594, ""text"": ""Во всех уголках Земле есть животные. Они летают по небу, плавают в океане и роют землю.""}, {""sentence_id"": 954, ""text"": ""\""Турецкие Авиалинии\"" летают по 39 направлениям в 30 африканских государствах по состоянию на 2014 год.""}]"
и фун,'и фун',2,"[{""sentence_id"": 595, ""text"": ""Клетка является самой маленькой структурной и функциональной единицей живого организма (существ).""}, {""sentence_id"": 1164, ""text"": ""Серия ASUS Eee PC, ранее представленная во всём мире с ориентацией на такие факторы, как экономия средств и функциональность, стала горячей темой во время месяца информационных технологий в Тайбэе в 2007 году.""}]"
квад,'квад',2,"[{""sentence_id"": 597, ""text"": ""Если вы посмотрите на живых существ под микроскопом, вы увидите, что они состоят из квадратиков или шариков.""}, {""sentence_id"": 598, ""text"": ""Роберт Гук, английский биолог, увидел маленькие квадратики пробки через микроскоп.""}]"
шарик,'шарик',2,"[{""sentence_id"": 597, ""text"": ""Если вы посмотрите на живых существ под микроскопом, вы увидите, что они состоят из квадратиков или шариков.""}, {""sentence_id"": 1345, ""text"": ""Получите новую смесь, перемешав два сухих порошка в одной емкости, а затем чистыми влажными руками слепите из этой смеси шарик.""}]"
лядели ,'лядели ',2,"[{""sentence_id"": 599, ""text"": ""Они выглядели как отсеки. Он был первым, кто изучал мёртвые клетки.""}, {""sentence_id"": 1425, ""text"": ""Большинство зданий по краям комплекса было перестроено, чтобы дать туристам более точное представление о том, как они выглядели изначально.""}]"
газа ,'газа ',2,"[{""sentence_id"": 601, ""text"": ""Азот в форме газа имеет те же свойства, что и жидкий азот. В жидкой фазе он более густой, но молекулы те же самые.""}, {""sentence_id"": 1043, ""text"": ""\""Мы будем предпринимать усилия с целью значительного сокращения выбросов углекислого газа на единицу ВВП к 2020 году по сравнению с уровнем 2005 года\"", — сказал Ху.""}]"
свойств,'свойств',2,"[{""sentence_id"": 601, ""text"": ""Азот в форме газа имеет те же свойства, что и жидкий азот. В жидкой фазе он более густой, но молекулы те же самые.""}, {""sentence_id"": 1479, ""text"": ""Большинство воззрений на технологический детерминизм разделяют две общие идеи: что направление развития технологий практически неподвластно культурному или политическому влиянию и что, в свою очередь, \""воздействие\"" технологий на общество обусловлено их собственными свойствами, а не обществом.""}]"
ктура ,'ктура ',2,"[{""sentence_id"": 603, ""text"": ""У нее одна и та же молекулярная структура вне зависимости от того, газ это, жидкость или твердое вещество.""}, {""sentence_id"": 936, ""text"": ""В каждой стране своя структура подоходного налога, а также сильно отличаются в разных странах налоговые ставки и группы.""}]"
твер,'твер',2,"[{""sentence_id"": 603, ""text"": ""У нее одна и та же молекулярная структура вне зависимости от того, газ это, жидкость или твердое вещество.""}, {""sentence_id"": 1634, ""text"": ""Они были похожи на четыре состояния вещества (в том же порядке): твердое, жидкое, газообразное и плазма, хотя он также предполагал, что они переходят в новое состояние, чтобы получилось то, что мы видим.""}]"
сюду ,'сюду ',2,"[{""sentence_id"": 605, ""text"": ""Время — это нечто, что окружает нас повсюду и влияет на все, что мы делаем, однако оно сложно для понимания.""}, {""sentence_id"": 1753, ""text"": ""Как правило, британские фунты примут повсюду на островах. В Стэнли также часто принимают кредитные карты и доллары США.""}]"
"все, ","'все, '",2,"[{""sentence_id"": 605, ""text"": ""Время — это нечто, что окружает нас повсюду и влияет на все, что мы делаем, однако оно сложно для понимания.""}, {""sentence_id"": 1381, ""text"": ""Он также атаковал все, что входило в воду; даже гигантский динозавр, такой как тиранозавр, не сравнился бы с ним.""}]"
фило,'фило',2,"[{""sentence_id"": 606, ""text"": ""Религиозные, философские и научные исследователи изучают время на протяжении тысячелетий.""}, {""sentence_id"": 1592, ""text"": ""По мере того как знание греческого языка ухудшалось, Запад оказался отрезанным от своих философских и научных греческих корней.""}]"
и научн,'и научн',2,"[{""sentence_id"": 606, ""text"": ""Религиозные, философские и научные исследователи изучают время на протяжении тысячелетий.""}, {""sentence_id"": 1592, ""text"": ""По мере того как знание греческого языка ухудшалось, Запад оказался отрезанным от своих философских и научных греческих корней.""}]"
