segment,segment_display,count,example_occurrences
ьби ,'ьби ',2,"[{""sentence_id"": 1061, ""text"": ""Конгрес розпочав фінансування законодавства проти непристойної поведінки в 2005 фінансовому році і вказав, що ФБР має призначити 10 агентів для боротьби з дорослою порнографією.""}, {""sentence_id"": 1769, ""text"": ""Під час боротьби за незалежність, організованої рухом Мау, мирне зібрання в місті призвело до вбивства верховного вождя тупу Тамасезе Леалофі III.""}]"
очки ,'очки ',2,"[{""sentence_id"": 1062, ""text"": ""Робін Утаппа отримав найвищі очки в інінґах, 70 перебіжок усього за 41 м'яч, заробив 11 четвірок та 2 шістки.""}, {""sentence_id"": 1577, ""text"": ""Першою ознакою отруєння може стати присутність відкритої баночки з медичним препаратом або токсичною побутовою хімією.""}]"
иден,'иден',2,"[{""sentence_id"": 1065, ""text"": ""Президент Сполучених Штатів Джордж В. Буш прибув до Сінгапуру вранці 16 листопада, розпочинаючи тижневий тур Азією.""}, {""sentence_id"": 1075, ""text"": ""Президент Сполучених Штатів Джордж В. Буш привітав цю заяву.""}]"
В. ,'В. ',2,"[{""sentence_id"": 1065, ""text"": ""Президент Сполучених Штатів Джордж В. Буш прибув до Сінгапуру вранці 16 листопада, розпочинаючи тижневий тур Азією.""}, {""sentence_id"": 1075, ""text"": ""Президент Сполучених Штатів Джордж В. Буш привітав цю заяву.""}]"
Азі,'Азі',2,"[{""sentence_id"": 1065, ""text"": ""Президент Сполучених Штатів Джордж В. Буш прибув до Сінгапуру вранці 16 листопада, розпочинаючи тижневий тур Азією.""}, {""sentence_id"": 1067, ""text"": ""Після тижня втрат на проміжних виборах Буш розповів публіці про розширення торгівлі в Азії.""}]"
ітав ,'ітав ',2,"[{""sentence_id"": 1066, ""text"": ""Його привітав заступник прем'єр-міністра Сінгапуру Вонг Кан Сенг, і він обговорив питання торгівлі та тероризму з прем'єр-міністром Сінгапуру Лі Сянь Лунгом.""}, {""sentence_id"": 1075, ""text"": ""Президент Сполучених Штатів Джордж В. Буш привітав цю заяву.""}]"
25-,'25-',2,"[{""sentence_id"": 1068, ""text"": ""У вівторок Прем'єр-міністр Стівен Гарпер провів у своєму кабінеті 25-хвилинну зустріч із лідером НДП Джеком Лейтоном; після зустрічі він погодився відправити перед другим читанням урядовий \""Закон про чисте повітря\"" на розгляд комітету, що складається з представників усіх партій.""}, {""sentence_id"": 1325, ""text"": ""25-го січня Куртіс Купер, фахівець з математики та професор комп'ютерних наук з Університету Центрального Міссурі, знайшов найбільше нині відоме просте число.""}]"
Лей,'Лей',2,"[{""sentence_id"": 1068, ""text"": ""У вівторок Прем'єр-міністр Стівен Гарпер провів у своєму кабінеті 25-хвилинну зустріч із лідером НДП Джеком Лейтоном; після зустрічі він погодився відправити перед другим читанням урядовий \""Закон про чисте повітря\"" на розгляд комітету, що складається з представників усіх партій.""}, {""sentence_id"": 1069, ""text"": ""Під час зустрічі з ПМ Лейтон просив внести зміни до екологічного законопроекту консерваторів з метою \""ретельного та повного переписування\"" екологічного законопроекту партії консерваторів.""}]"
Тасман,'Тасман',2,"[{""sentence_id"": 1070, ""text"": ""З тих пір як федеральний уряд втрутився, щоб взяти на себе фінансування лікарні Мерсі в Девонпорті, Тасманія, уряд штату і деякі федеральні парламентарі критикують цей акт як трюк в прелюдії до федеральних виборів, які повинні бути призначені на листопад.""}, {""sentence_id"": 1071, ""text"": ""Але прем'єр-міністр Джон Ховард сказав, що цей акт був спрямований тільки на те, щоб захистити приміщення лікарні від зниження рейтингу урядом Тасманії, виділивши додатково 45 мільйонів австралійських доларів.""}]"
нім ,'нім ',2,"[{""sentence_id"": 1072, ""text"": ""Згідно з останнім бюлетенем, зчитування рівня моря показали зародження цунамі. Якась однозначно цунамі-активність була зафіксована поблизу Паґо-Паґо та Ніуе.""}, {""sentence_id"": 1321, ""text"": ""34 відсотки осіб, які взяли участь в опитуванні, поділяють думку, що Королева Єлизавета II має бути останнім монархом Австралії.""}]"
бюле,'бюле',2,"[{""sentence_id"": 1072, ""text"": ""Згідно з останнім бюлетенем, зчитування рівня моря показали зародження цунамі. Якась однозначно цунамі-активність була зафіксована поблизу Паґо-Паґо та Ніуе.""}, {""sentence_id"": 1868, ""text"": ""Інформаційні бюлетені представляють лише короткі відомості про політичну ситуацію у країні.""}]"
оок,'оок',2,"[{""sentence_id"": 1073, ""text"": ""Не повідомляється про які-небудь сильні пошкодження чи травми на Тонзі, але було тимчасово відсутнє електропостачання, що нібито завадило владі Тонги отримати попередження про цунамі від Тихооканського Центру Попередження Цунамі.""}, {""sentence_id"": 1305, ""text"": ""Тихоокеанський центр попередження цунамі заявив, що ознак цунамі не було.""}]"
Поп,'Поп',2,"[{""sentence_id"": 1073, ""text"": ""Не повідомляється про які-небудь сильні пошкодження чи травми на Тонзі, але було тимчасово відсутнє електропостачання, що нібито завадило владі Тонги отримати попередження про цунамі від Тихооканського Центру Попередження Цунамі.""}, {""sentence_id"": 1831, ""text"": ""Багато німецької випічки так само містить мигдаль, фундук та інші горіхи, що ростуть на деревах. Популярні пироги часто будуть особливо смачними з горнятком міцної кави.""}]"
"нього, ","'нього, '",2,"[{""sentence_id"": 1074, ""text"": ""Чотирнадцять шкіл на Гаваях, розташованих на узбережжі або біля нього, було закрито у середу попри зняті застереження.""}, {""sentence_id"": 1278, ""text"": ""Хоча троє людей знаходилися усередині будинку, коли автомобіль врізався у нього, ніхто з цих осіб не постраждав.""}]"
крок,'крок',2,"[{""sentence_id"": 1076, ""text"": ""Представник Буша Гордон Джондро назвав обіцянку Північної Кореї \""важливим кроком на шляху до досягнення, що піддається перевірці на Корейському півострові\"".""}, {""sentence_id"": 1784, ""text"": ""Морські крокодили не проводять в океані багато часу, їхнє  основне природне середовище — річкові лимани на північ від Рокгемптона.""}]"
бу ,'бу ',2,"[{""sentence_id"": 1080, ""text"": ""Дев'ятий район, який під час урагану Катріна зазнав повінь висотою 20 футів, наразі стоїть у воді, що сягає поясу, оскільки розташовану неподалік дамбу прорвало.""}, {""sentence_id"": 1081, ""text"": ""Вода ллється через дамбу на ділянці шириною 100 футів.""}]"
Адам ,'Адам ',2,"[{""sentence_id"": 1082, ""text"": ""Під час спілкування із Вікіновинами минулого місяця адміністратор спільноти Адам Куерден висловив розчарування цими видаленнями.""}, {""sentence_id"": 1199, ""text"": ""Арлі Веласкес з Мексики фінішував п'ятнадцятим в чоловічому сидячому заїзді з супергігантського слалому. Новозеландський спортсмен Адам Холл фінішував дев'ятим в чоловічому стоячому заїзді з супергігантського слалому.""}]"
нями.,'нями.',2,"[{""sentence_id"": 1082, ""text"": ""Під час спілкування із Вікіновинами минулого місяця адміністратор спільноти Адам Куерден висловив розчарування цими видаленнями.""}, {""sentence_id"": 1113, ""text"": ""Плани по доставці вакцин в історично найбільш постраждалі райони в цьому році були відкладені через нестачу коштів і низьку пріоритетність у порівнянні з іншими захворюваннями.""}]"
суальн,'суальн',2,"[{""sentence_id"": 1084, ""text"": ""Роздратування громади призвело до поточних зусиль написати політику стосовно сексуального вмісту для сайту, який хостить мільйони медіа з відкритими ліцензіями.""}, {""sentence_id"": 1498, ""text"": ""Якості, що визначають субкультуру як окреме явище, можуть бути мовними, естетичними, релігійними, політичними, сексуальними, географічними або комбінауцією факторів.""}]"
тить ,'тить ',2,"[{""sentence_id"": 1084, ""text"": ""Роздратування громади призвело до поточних зусиль написати політику стосовно сексуального вмісту для сайту, який хостить мільйони медіа з відкритими ліцензіями.""}, {""sentence_id"": 1957, ""text"": ""Загалом, це не більше ніж хибний стереотип, та все ж найкращий спосіб ужитись у Парижі – поводити себе якнайкраще, як людина \""bien élevé\"" (доброго виховання). Це значно спростить подорож.""}]"
рама ,'рама ',2,"[{""sentence_id"": 1085, ""text"": ""Виконана робота була в основному теоретичною, але програма була створена, щоб симулювати спостереження за галактикою у Стрільці.""}, {""sentence_id"": 1227, ""text"": ""Програма розпочалась о 20:30. за місцевим часом (15.00 всесвітнього координованого часу).""}]"
льці.,'льці.',2,"[{""sentence_id"": 1085, ""text"": ""Виконана робота була в основному теоретичною, але програма була створена, щоб симулювати спостереження за галактикою у Стрільці.""}, {""sentence_id"": 1087, ""text"": ""Так само як Місяць притягує Землю, викликаючи припливи, так і Чумацький Шлях впливає на галактику в Стрільці.""}]"
"да, ","'да, '",2,"[{""sentence_id"": 1086, ""text"": ""Ефект, який шукала команда, буде викликаний приливними силами між темною матерією галактики й темною матерією Чумацького Шляху.""}, {""sentence_id"": 1657, ""text"": ""На іншому кінці спектру людина перетворюється на невпізнавану особистість, яка відчуває, що мусить змінити все, що виконувала команда, і зробити це по-своєму.""}]"
Чума,'Чума',2,"[{""sentence_id"": 1086, ""text"": ""Ефект, який шукала команда, буде викликаний приливними силами між темною матерією галактики й темною матерією Чумацького Шляху.""}, {""sentence_id"": 1087, ""text"": ""Так само як Місяць притягує Землю, викликаючи припливи, так і Чумацький Шлях впливає на галактику в Стрільці.""}]"
Шля,'Шля',2,"[{""sentence_id"": 1086, ""text"": ""Ефект, який шукала команда, буде викликаний приливними силами між темною матерією галактики й темною матерією Чумацького Шляху.""}, {""sentence_id"": 1087, ""text"": ""Так само як Місяць притягує Землю, викликаючи припливи, так і Чумацький Шлях впливає на галактику в Стрільці.""}]"
вказує ,'вказує ',2,"[{""sentence_id"": 1093, ""text"": ""Представники влади припускають, що це вказує на те, що на місці контейнери з урановим пальним, можливо, були пошкоджені та протікають.""}, {""sentence_id"": 1158, ""text"": ""\""Їх термічна поведінка не настільки стійка, як у великих печер на Землі, котрі часто утримують майже незмінну температуру, але вона вказує на те, що це мають бути глибокі ями в землі\"", — заявив Ґлен Кушінг з Відділення астрогеології Геологічної служби США (USGS) та Університету Північної Арізони, розташованого у Флегстаффі, штат Арізона.""}]"
Молл ,'Молл ',2,"[{""sentence_id"": 1094, ""text"": ""Д-р Тоні Молл відкрив надзвичайно стійкий до ліків туберкульоз (XDR-TB) у регіоні Південної Африки Квазулу-Наталь.""}, {""sentence_id"": 1096, ""text"": ""Доктор Молл вважає, що деякі пацієнти могли заразитися вірусом у лікарні, і принаймні два з них були медичними працівниками.""}]"
Африки ,'Африки ',2,"[{""sentence_id"": 1094, ""text"": ""Д-р Тоні Молл відкрив надзвичайно стійкий до ліків туберкульоз (XDR-TB) у регіоні Південної Африки Квазулу-Наталь.""}, {""sentence_id"": 1719, ""text"": ""Національний парк Крюгера (КНП) розташовується на північному сході Південної Африки і тягнеться вздовж кордону Мозамбіку на сході, Зімбабве на півночі, а південним кордоном є Крокодиляча ріка.""}]"
улися ,'улися ',2,"[{""sentence_id"": 1099, ""text"": ""Супутники, обидва вагою понад 1000 фунтів, зі швидкістю близько 17 500 миль на годину, зіткнулися над Землею на відстані 491 милі.""}, {""sentence_id"": 1469, ""text"": ""У кареті вони повернулися до Парижу, оточені натовпом галасуючих і погрожуючих королю і королеві людей.""}]"
намагаються ,'намагаються ',2,"[{""sentence_id"": 1101, ""text"": ""Вони й досі намагаються визначити, наскільки великою була аварія та який вплив це матиме на Землю.""}, {""sentence_id"": 1655, ""text"": ""Загалом, дві поведінки можуть виникнути, коли менеджери починають керувати своїми колишніми колегами. З одного боку, вони намагаються залишитися \""одним з хлопців\"" (або дівчат).""}]"
ювала ,'ювала ',2,"[{""sentence_id"": 1104, ""text"": ""Влада Огайо повідомила, що лікарка, яка працювала у Дитячій Лікарні Піттсбурга, Пенсильванія, буде звинувачена у вбивстві за обтяжуючих обставин після того, як у середу її матір було знайдено мертвою у багажнику її автомобіля.""}, {""sentence_id"": 1122, ""text"": ""Людина, що працювала в гаражі неподалік місця, де сталася аварія, сказала: \""Там були діти, що чекали, щоб перейти дорогу, і всі вони кричали й плакали\"".""}]"
тсб,'тсб',2,"[{""sentence_id"": 1104, ""text"": ""Влада Огайо повідомила, що лікарка, яка працювала у Дитячій Лікарні Піттсбурга, Пенсильванія, буде звинувачена у вбивстві за обтяжуючих обставин після того, як у середу її матір було знайдено мертвою у багажнику її автомобіля.""}, {""sentence_id"": 1825, ""text"": ""Найскладніша ділянка автомагістралі Баффало-Піттсбург — відрізок між Пойнт-Маріоном та Фермонтом, оскільки він часто проходить через ізольовану лісову глухомань.""}]"
сильван,'сильван',2,"[{""sentence_id"": 1104, ""text"": ""Влада Огайо повідомила, що лікарка, яка працювала у Дитячій Лікарні Піттсбурга, Пенсильванія, буде звинувачена у вбивстві за обтяжуючих обставин після того, як у середу її матір було знайдено мертвою у багажнику її автомобіля.""}, {""sentence_id"": 1828, ""text"": ""Цікаво, однак, що мобільний зв'язок тут набагато кращий, ніж на багатьох інших відрізках маршруту, наприклад, на \""Пенсильванія Уайлдс\"".""}]"
Бала,'Бала',2,"[{""sentence_id"": 1105, ""text"": ""Д-р Малар Баласубраманіан, 29 років, був знайдений у передмісті Блу Еш, Огайо, приблизно у 15 милях на північ від Цинциннаті, на землі біля дороги у футболці та спідньому, вочевидь, під сильною дією медичних препаратів.""}, {""sentence_id"": 1107, ""text"": ""Там вони знайшли тіло Сарожа Баласубраманяна у віці 53 років, вкрите ковдрами у плямах крові.""}]"
оситься ,'оситься ',2,"[{""sentence_id"": 1110, ""text"": ""Хвороба переноситься свинями, а потім через комарів передається до людей.""}, {""sentence_id"": 1408, ""text"": ""Слово \""цивілізація\"" походить від латинського слова \""civilis\"", що означає \""цивільний\"", що відноситься до латинського слова \""civis\"", що означає \""громадянин\"", і \""civitas\"", що означає \""місто\"" або \""місто-держава\"", а це також певним чином визначає розмір суспільства.""}]"
итетн,'итетн',2,"[{""sentence_id"": 1113, ""text"": ""Плани по доставці вакцин в історично найбільш постраждалі райони в цьому році були відкладені через нестачу коштів і низьку пріоритетність у порівнянні з іншими захворюваннями.""}, {""sentence_id"": 1819, ""text"": ""Ефективність фільтрів буває різною. Якщо у вас виникли проблеми, варто подумати про придбання води в герметичній пляшці від авторитетної компанії.""}]"
елі,'елі',2,"[{""sentence_id"": 1116, ""text"": ""Його роботи настільки впізнавані за якістю і деталями, що він є одною з дуже небагатьох \""загальновідомих постатей\"" серед філателістів. Деякі спеціалізуються на колекціонуванні  тільки його робіт.""}, {""sentence_id"": 1773, ""text"": ""Пляжі Тамакі Драйв знаходяться у бухті Вайтемата, в елітних передмістях Мішн-Бей і Сен-Гелієз у Центральному Окленді.""}]"
тів. ,'тів. ',2,"[{""sentence_id"": 1116, ""text"": ""Його роботи настільки впізнавані за якістю і деталями, що він є одною з дуже небагатьох \""загальновідомих постатей\"" серед філателістів. Деякі спеціалізуються на колекціонуванні  тільки його робіт.""}, {""sentence_id"": 1633, ""text"": ""Філософ Аристотель висунув теорію, що все складається з суміші одного або декількох з чотирьох елементів. Це земля, вода, повітря і вогонь.""}]"
кнот ,'кнот ',2,"[{""sentence_id"": 1118, ""text"": ""Він також займався друкуванням банкнот для багатьох країн. Серед недавніх прикладів його робіт — в тому числі портрети прем'єр-міністра на лицьовій стороні нових канадських банкнот номіналом в 5 і 100 доларів.""}]"
нещасн,'нещасн',2,"[{""sentence_id"": 1119, ""text"": ""Після нещасного випадку Гібсон був доставлений в лікарню, але незабаром після цього помер.""}, {""sentence_id"": 1123, ""text"": ""Вони всі втекли звідти, де стався нещасний випадок.""}]"
траждав.,'траждав.',2,"[{""sentence_id"": 1120, ""text"": ""64-річний водій вантажівки в аварії не постраждав.""}, {""sentence_id"": 1278, ""text"": ""Хоча троє людей знаходилися усередині будинку, коли автомобіль врізався у нього, ніхто з цих осіб не постраждав.""}]"
Грин,'Грин',2,"[{""sentence_id"": 1121, ""text"": ""Саму вантажівку відвезли з місця пригоди того ж дня приблизно о 12 годині за Гринвічем.""}, {""sentence_id"": 1303, ""text"": ""Землетрус стався в Маріані в 07:19 ранку за місцевим часом (о 09:19 вечора за Гринвічем у п'ятницю).""}]"
вічем,'вічем',2,"[{""sentence_id"": 1121, ""text"": ""Саму вантажівку відвезли з місця пригоди того ж дня приблизно о 12 годині за Гринвічем.""}, {""sentence_id"": 1303, ""text"": ""Землетрус стався в Маріані в 07:19 ранку за місцевим часом (о 09:19 вечора за Гринвічем у п'ятницю).""}]"
плак,'плак',2,"[{""sentence_id"": 1122, ""text"": ""Людина, що працювала в гаражі неподалік місця, де сталася аварія, сказала: \""Там були діти, що чекали, щоб перейти дорогу, і всі вони кричали й плакали\"".""}, {""sentence_id"": 1569, ""text"": ""На даний час відомо, що 25 плакатів Данлап є найстарішими збереженими копіями документа. Оригінальна копія рукопису втрачена.""}]"
ятун,'ятун',2,"[{""sentence_id"": 1124, ""text"": ""Інші питання порядку денного Балі включають порятунок лісів світу, які ще залишились, і обмін технологіями, які допомагають країнам, що розвиваються, зростати так, щоб не забруднювати навколишнє середовище.""}, {""sentence_id"": 1889, ""text"": ""Спробуйте прямувати туди, де ви не потрапите знову до течії або, залежно від ваших навичок і від того, чи вас помітили, можливо, буде краще дочекатися порятунку.""}]"
тати ,'тати ',2,"[{""sentence_id"": 1124, ""text"": ""Інші питання порядку денного Балі включають порятунок лісів світу, які ще залишились, і обмін технологіями, які допомагають країнам, що розвиваються, зростати так, щоб не забруднювати навколишнє середовище.""}, {""sentence_id"": 1510, ""text"": ""Жодна дитина не повинна зростати в оточенні позбавленому піклування, уваги та виховання, але вони зростають.""}]"
аїття ,'аїття ',2,"[{""sentence_id"": 1126, ""text"": ""Гроші могли бути направлені на захист будинків від повені, краще управління водними ресурсами та підвищення розмаїття врожаю.""}, {""sentence_id"": 1960, ""text"": ""Він має виняткове розмаїття рослинних культур завдяки різним мікрокліматам і типам ґрунту, а також перемінним висотам.""}]"
врожаю.,'врожаю.',2,"[{""sentence_id"": 1126, ""text"": ""Гроші могли бути направлені на захист будинків від повені, краще управління водними ресурсами та підвищення розмаїття врожаю.""}, {""sentence_id"": 1494, ""text"": ""Натуральне сільське господарство є простою, часто органічною системою, в якій використовується заготоване насіння місцевих рослин даного екорегіону у поєднанні з сівозміною та іншими порівняно простими техніками для максимального збільшення врожаю.""}]"
"іки, ","'іки, '",2,"[{""sentence_id"": 1128, ""text"": ""Вона зробила цей висновок завдяки безлічі позитивних відгуків і підтримці, яку виказали їй жінки та чоловіки, стверджуючи, що медикаментозна контрацепція вважається медичною необхідністю.""}, {""sentence_id"": 1584, ""text"": ""Дослідження показали, що жінки мають удвічі вищі, ніж чоловіки, ризики захворіти на МС.""}]"
вогон,'вогон',2,"[{""sentence_id"": 1133, ""text"": ""Пожежні та рятувальні бригади зрештою погасили вогонь о 23:35.""}, {""sentence_id"": 1633, ""text"": ""Філософ Аристотель висунув теорію, що все складається з суміші одного або декількох з чотирьох елементів. Це земля, вода, повітря і вогонь.""}]"
озо,'озо',2,"[{""sentence_id"": 1136, ""text"": ""У результаті два види риб вимерли, а два інших виявилися під загрозою зникнення, в тому числі - горбатий головень.""}, {""sentence_id"": 1716, ""text"": ""У 1990 році його було включено до списку об'єктів Світової спадщини, що знаходяться під загрозою, через загрозу пісків пустелі.""}]"
футів ,'футів ',2,"[{""sentence_id"": 1137, ""text"": ""Хоча рівень води буде тільки підніматись на кілька футів після повені, посадовці сподіваються, що цього буде достатньо, щоб відновити розмиті мілини вниз за течією.""}, {""sentence_id"": 1353, ""text"": ""Потрібна здоровезна ракета висотою не менше 100 футів для доставити супутника або телескопа у космос.""}]"
Джак,'Джак',2,"[{""sentence_id"": 1138, ""text"": ""Жодного попередження про цунамі не було відправлено, та, згідно з геофізичним агенством Джакарти, жодного попередження про цунамі не буде відправлено бо землетрус не досяг необхідної магнітуди в 6.5.""}, {""sentence_id"": 1734, ""text"": ""Автобуси відправляються від міжрайонного автовокзалу (через річку) протягом дня, хоча більшість з них, особливо ті, які прямують на схід і в Джакар/Бумтанг, відправляються з 06:30 до 07:30.""}]"
"амі, ","'амі, '",2,"[{""sentence_id"": 1139, ""text"": ""Незважаючи на відсутність загрози цунамі, мешканці почали панікувати і залишати свої офіси і будинки.""}, {""sentence_id"": 1982, ""text"": ""Споглядання вишневого цвіту, відоме як ханамі, є частиною японської культури з 8-го століття.""}]"
чі,'чі',2,"[{""sentence_id"": 1140, ""text"": ""Хоча Вінфрі провела слізне прощання, вона чітко дала зрозуміти своїм шанувальникам, що одного дня повернеться.""}, {""sentence_id"": 1907, ""text"": ""Супутниковий телефон, як правило, не є заміною мобільного, оскільки ви маєте бути на відкритому повітрі з чіткою видимістю зі супутника, щоб зробити телефонний дзвінок.""}]"
дала ,'дала ',2,"[{""sentence_id"": 1140, ""text"": ""Хоча Вінфрі провела слізне прощання, вона чітко дала зрозуміти своїм шанувальникам, що одного дня повернеться.""}, {""sentence_id"": 1268, ""text"": ""Зброя Уки дала осічку, коли він направив її на голову п'ятого чоловіка. Шнайдер страждає від постійного болю, осліп на одне око, втратив частину черепа, а його обличчя відновили з використанням титанових елементів.""}]"
ляча ,'ляча ',2,"[{""sentence_id"": 1143, ""text"": ""Правляча партія, Організація народів Південно-Західної Африки (СВАПО), також зберегла більшість на парламентських виборах.""}, {""sentence_id"": 1447, ""text"": ""У Стародавньому Китаї різні часові проміжки зображалися в унікальний спосіб; кожен етап розвитку країни то кожна правляча родина, що ставала видатною династією.""}]"
ечити ,'ечити ',2,"[{""sentence_id"": 1144, ""text"": ""Коаліційні та афганські загони увійшли в цей район, щоб забезпечити охорону цього місця, а інший коаліційний літак було надіслано на допомогу.""}, {""sentence_id"": 1525, ""text"": ""Для приматів з такою травною системою, як у людини, важко забезпечити задоволення своїх потреб в амінокислотах за рахунок наявних рослинних ресурсів в савані.""}]"
слан,'слан',2,"[{""sentence_id"": 1144, ""text"": ""Коаліційні та афганські загони увійшли в цей район, щоб забезпечити охорону цього місця, а інший коаліційний літак було надіслано на допомогу.""}, {""sentence_id"": 1565, ""text"": ""Після того, як Конгрес прийняв її 4 липня, підписана Президентом Конгресу Джоном Хенкоком та Секретарем Чарльзом Томсоном рукописна чернетка була надіслана до друкарні Джона Данлепа, розташованої за кілька кварталів.""}]"
найгір,'найгір',2,"[{""sentence_id"": 1147, ""text"": ""Благодійна медична організація Мангола, Лікарі без Кордонів та Всесвітня організація охорони здоров'я відзначають, що це найгірший спалах із зафіксованих у країні.""}, {""sentence_id"": 1148, ""text"": ""Речник Лікарів без кордонів Річард Веерман сказав: \""Ангола наближається до найгіршого спалаху в своїй історії і ситуація в Анголі залишається дуже поганою\"", додав він.""}]"
сіян,'сіян',2,"[{""sentence_id"": 1150, ""text"": ""Південна Африка, перша сіяна на турнірі, почала на правильній ноті, здобувши зручну перемогу з рахунком 26 - 00 над Замбією, сіяною на 5-му місці.""}]"
"ірі, ","'ірі, '",2,"[{""sentence_id"": 1150, ""text"": ""Південна Африка, перша сіяна на турнірі, почала на правильній ноті, здобувши зручну перемогу з рахунком 26 - 00 над Замбією, сіяною на 5-му місці.""}, {""sentence_id"": 1244, ""text"": ""За п'ять хвилин після початку вітер починає посилюватись, ще приблизно через хвилину швидкість вітру досягає 70 км/год... потім починає дощити, але настільки сильно і в такому об'ємі, що дощ вдаряє по шкірі, як голка, потім з неба починає падати град, люди панікують, горлають і наштовхуються один на одного.""}]"
"ноті, ","'ноті, '",2,"[{""sentence_id"": 1150, ""text"": ""Південна Африка, перша сіяна на турнірі, почала на правильній ноті, здобувши зручну перемогу з рахунком 26 - 00 над Замбією, сіяною на 5-му місці.""}, {""sentence_id"": 1368, ""text"": ""Завдяки нічному зору вони дуже добре бачать в темноті, а також пересуваються вельми тихо. Оцелоти полюють на свою здобич, ховаючись в оточуючому середовищі, а потім несподівано вистрибують на свою здобич.""}]"
виглядали ,'виглядали ',2,"[{""sentence_id"": 1151, ""text"": ""Південноафриканки виглядали помітно слабшими у грі проти своїх південних сестер, втім неухильно виправлялися в міру того, як турнір продовжувався.""}, {""sentence_id"": 1425, ""text"": ""Більшість будівель по краях комплексу були перебудовані, для того щоби дати туристам краще уявлення про те, як вони виглядали спочатку.""}]"
а вн,'а вн',2,"[{""sentence_id"": 1157, ""text"": ""\""Вдень вони холодніші, ніж поверхня навколо них, а вночі тепліші.\""""}, {""sentence_id"": 1465, ""text"": ""Вгору означає, що ви маєте починати з голівки і штовхати смичок, а вниз означає, що ви маєте починати у колодки (там, де ваша рука тримає смичок) і тягнути смичок.""}]"
Їх ,'Їх ',2,"[{""sentence_id"": 1158, ""text"": ""\""Їх термічна поведінка не настільки стійка, як у великих печер на Землі, котрі часто утримують майже незмінну температуру, але вона вказує на те, що це мають бути глибокі ями в землі\"", — заявив Ґлен Кушінг з Відділення астрогеології Геологічної служби США (USGS) та Університету Північної Арізони, розташованого у Флегстаффі, штат Арізона.""}, {""sentence_id"": 1501, ""text"": ""Таких дітей називають \""дітьми джунглів\"" або дикими. Їх часто утримують в неволі люди (зазвичай власні батьки); у деяких випадках батьки залишають дітей напризволяще через неприйняття важких розумових або фізичних вад останніх.""}]"
настільк,'настільк',2,"[{""sentence_id"": 1158, ""text"": ""\""Їх термічна поведінка не настільки стійка, як у великих печер на Землі, котрі часто утримують майже незмінну температуру, але вона вказує на те, що це мають бути глибокі ями в землі\"", — заявив Ґлен Кушінг з Відділення астрогеології Геологічної служби США (USGS) та Університету Північної Арізони, розташованого у Флегстаффі, штат Арізона.""}, {""sentence_id"": 1340, ""text"": ""Його можна зробити дуже тонким і наклеїти на інший метал. Його можна зробити настільки тонким, що іноді його використовували для прикрашання розфарбованих вручну картин у книгах, які мають назву \""ілюміновані рукописи\"".""}]"
утримують ,'утримують ',2,"[{""sentence_id"": 1158, ""text"": ""\""Їх термічна поведінка не настільки стійка, як у великих печер на Землі, котрі часто утримують майже незмінну температуру, але вона вказує на те, що це мають бути глибокі ями в землі\"", — заявив Ґлен Кушінг з Відділення астрогеології Геологічної служби США (USGS) та Університету Північної Арізони, розташованого у Флегстаффі, штат Арізона.""}, {""sentence_id"": 1501, ""text"": ""Таких дітей називають \""дітьми джунглів\"" або дикими. Їх часто утримують в неволі люди (зазвичай власні батьки); у деяких випадках батьки залишають дітей напризволяще через неприйняття важких розумових або фізичних вад останніх.""}]"
"туру, ","'туру, '",2,"[{""sentence_id"": 1158, ""text"": ""\""Їх термічна поведінка не настільки стійка, як у великих печер на Землі, котрі часто утримують майже незмінну температуру, але вона вказує на те, що це мають бути глибокі ями в землі\"", — заявив Ґлен Кушінг з Відділення астрогеології Геологічної служби США (USGS) та Університету Північної Арізони, розташованого у Флегстаффі, штат Арізона.""}, {""sentence_id"": 1221, ""text"": ""Аеросміт скасували концерти свого туру, які ще залишалися.""}]"
